"subject","domain","response_number","participant_response","response_onset_time","IRT","participant_designated_switch","dataset","checked_words","list_number"
50012,"occupations",24,"data_analyst",80.64,5.3,1,"LEA","data analyst",3
50012,"occupations",25,"psychologist",83.04,2.40000000000001,1,"LEA","psychologist",3
50012,"occupations",26,"counselor",85.34,2.3,0,"LEA","counselor",3
50012,"occupations",27,"professor",89.14,3.8,0,"LEA","professor",3
50012,"occupations",28,"teacher",91.74,2.59999999999999,0,"LEA","teacher",3
50012,"occupations",29,"real_estate_agent",111.94,20.2,1,"LEA","real estate agent",3
50012,"occupations",30,"occupational_therapist",126.24,14.3,1,"LEA","occupational therapist",3
50012,"occupations",31,"recreational_therapist",128.64,2.39999999999999,0,"LEA","recreational therapist",3
50012,"occupations",32,"paramedic",134.44,5.80000000000001,0,"LEA","paramedic",3
50012,"occupations",33,"dance_instructor",160.14,25.7,1,"LEA","dance instructor",3
50012,"occupations",34,"financial_analyst",166.64,6.5,1,"LEA","financial analyst",3
50013,"occupations",1,"farmer",4.32,4.32,2,"LEA","farmer",3
50013,"occupations",2,"musician",6.92,2.6,1,"LEA","musician",3
50013,"occupations",3,"IT_manager",14.02,7.1,1,"LEA","IT manager",3
50013,"occupations",4,"program_manager",17.32,3.3,0,"LEA","program manager",3
50013,"occupations",5,"math_teacher",20.62,3.3,1,"LEA","math teacher",3
50013,"occupations",6,"principal",23.82,3.2,0,"LEA","principal",3
50013,"occupations",7,"dean",27.02,3.2,0,"LEA","dean",3
50013,"occupations",8,"jazz_band_arranger",31.42,4.4,1,"LEA","jazz band arranger",3
50013,"occupations",9,"composer",35.62,4.2,0,"LEA","composer",3
50013,"occupations",10,"trombone_player",39.82,4.2,0,"LEA","trombone player",3
50013,"occupations",11,"flute_player",43.92,4.1,0,"LEA","flute player",3
50013,"occupations",12,"conductor",47.52,3.6,0,"LEA","conductor",3
50013,"occupations",13,"animal_rights_activist",51.92,4.4,1,"LEA","animal rights activist",3
50013,"occupations",14,"leader_of_an_organization",59.92,8,0,"LEA","leader of an organization",3
50013,"occupations",15,"religious_or_spiritual_leader",65.92,6,1,"LEA","religious or spiritual leader",3
50013,"occupations",16,"rabbi",71.52,5.59999999999999,0,"LEA","rabbi",3
50013,"occupations",17,"priest",74.42,2.90000000000001,0,"LEA","priest",3
50013,"occupations",18,"minister",77.52,3.09999999999999,0,"LEA","minister",3
50013,"occupations",19,"social_studies_teacher",83.42,5.90000000000001,1,"LEA","social studies teacher",3
50013,"occupations",20,"dog_walker",90.12,6.7,1,"LEA","dog walker",3
50013,"occupations",21,"language_arts_teacher",94.52,4.39999999999999,1,"LEA","language arts teacher",3
50013,"occupations",22,"therapist",100.42,5.90000000000001,1,"LEA","therapist",3
50013,"occupations",23,"psychiatrist",103.72,3.3,0,"LEA","psychiatrist",3
50013,"occupations",24,"psychologist",108.12,4.40000000000001,0,"LEA","psychologist",3
50013,"occupations",25,"lawn_mower",113.82,5.69999999999999,1,"LEA","lawn mower",3
50013,"occupations",26,"landlord",121.72,7.90000000000001,0,"LEA","landlord",3
50013,"occupations",27,"housekeeper",125.42,3.7,0,"LEA","housekeeper",3
50013,"occupations",28,"agent",133.52,8.10000000000001,1,"LEA","agent",3
50013,"occupations",29,"manager",138.42,4.89999999999998,0,"LEA","manager",3
50013,"occupations",30,"baseball_player",144.22,5.80000000000001,1,"LEA","baseball player",3
50013,"occupations",31,"athlete",149.82,5.59999999999999,0,"LEA","athlete",3
50013,"occupations",32,"figure_skater",153.72,3.90000000000001,0,"LEA","figure skater",3
50013,"occupations",33,"basketball_player",161.52,7.80000000000001,0,"LEA","basketball player",3
50013,"occupations",34,"psychic",177.12,15.6,1,"LEA","psychic",3
50007,"foods",1,"grapes",2.253,2.253,2,"LEA","grapes",3
50007,"foods",2,"hot_dog",3.853,1.6,1,"LEA","hot dog",3
50007,"foods",3,"popcorn",5.853,2,0,"LEA","popcorn",3
50007,"foods",4,"steak",8.953,3.1,1,"LEA","steak",3
50007,"foods",5,"ice_cream",10.753,1.8,1,"LEA","ice cream",3
50007,"foods",6,"pasta",13.053,2.3,1,"LEA","pasta",3
50007,"foods",7,"orange",15.553,2.5,1,"LEA","orange",3
50007,"foods",8,"lobster",19.053,3.5,1,"LEA","lobster",3
50007,"foods",9,"cucumber",21.553,2.5,1,"LEA","cucumber",3
50007,"foods",10,"pomegranate",23.953,2.4,0,"LEA","pomegranate",3
50007,"foods",11,"watermelon",26.353,2.4,0,"LEA","watermelon",3
50007,"foods",12,"mashed_potatoes",30.453,4.1,1,"LEA","mashed potatoes",3
50007,"foods",13,"corn",32.653,2.2,0,"LEA","corn",3
50007,"foods",14,"green_beans",35.153,2.5,0,"LEA","green beans",3
50007,"foods",15,"candy",37.253,2.1,1,"LEA","candy",3
50007,"foods",16,"banana",42.153,4.9,1,"LEA","banana",3
50007,"foods",17,"carrots",44.753,2.6,0,"LEA","carrots",3
50007,"foods",18,"bacon",49.153,4.4,1,"LEA","bacon",3
50007,"foods",19,"pizza",56.153,7,1,"LEA","pizza",3
50007,"foods",20,"taco",58.553,2.4,0,"LEA","taco",3
50007,"foods",21,"mac_and_cheese",61.853,3.3,0,"LEA","mac and cheese",3
50007,"foods",22,"burrito",67.253,5.4,0,"LEA","burrito",3
50007,"foods",23,"baked_potato",69.853,2.59999999999999,1,"LEA","baked potato",3
50007,"foods",24,"soup",72.253,2.40000000000001,0,"LEA","soup",3
50007,"foods",25,"japanese_food",79.953,7.7,1,"LEA","japanese food",3
50007,"foods",26,"mexican_food",83.253,3.3,0,"LEA","mexican food",3
50007,"foods",27,"potstickers",93.853,10.6,0,"LEA","potstickers",3
50007,"foods",28,"carrots",104.453,10.6,1,"LEA","carrots",3
50007,"foods",29,"goldfish",107.453,3,1,"LEA","goldfish",3
50007,"foods",30,"cheez_its",110.153,2.7,0,"LEA","cheez its",3
50007,"foods",31,"cereal",112.753,2.59999999999999,1,"LEA","cereal",3
50007,"foods",32,"pancakes",115.153,2.40000000000001,0,"LEA","pancakes",3
50007,"foods",33,"scrambled_eggs",118.653,3.5,0,"LEA","scrambled eggs",3
50007,"foods",34,"waffles",122.753,4.09999999999999,0,"LEA","waffles",3
50007,"foods",35,"salad",129.353,6.60000000000001,1,"LEA","salad",3
50007,"foods",36,"muffin",136.753,7.39999999999998,1,"LEA","muffin",3
50007,"foods",37,"croissant",139.853,3.10000000000002,0,"LEA","croissant",3
50007,"foods",38,"breadsticks",147.853,8,0,"LEA","breadsticks",3
50007,"foods",39,"mango",168.053,20.2,1,"LEA","mango",3
50007,"foods",40,"papaya",171.953,3.90000000000001,0,"LEA","papaya",3
50007,"foods",41,"green_beans",176.753,4.79999999999998,1,"LEA","green beans",3
50007,"foods",42,"peas",179.353,2.60000000000002,0,"LEA","peas",3
50012,"foods",1,"apple",2.62,2.62,2,"LEA","apple",3
50012,"foods",2,"banana",4.22,1.6,0,"LEA","banana",3
50012,"foods",3,"pineapple",6.22,2,0,"LEA","pineapple",3
50012,"foods",4,"grapes",8.02,1.8,0,"LEA","grapes",3
50012,"foods",5,"blueberries",10.02,2,0,"LEA","blueberries",3
50012,"foods",6,"cantaloupe",12.32,2.3,0,"LEA","cantaloupe",3
50012,"foods",7,"watermelon",14.32,2,0,"LEA","watermelon",3
50012,"foods",8,"honeydew",16.42,2.1,0,"LEA","honeydew",3
50012,"foods",9,"spinach",18.72,2.3,1,"LEA","spinach",3
50012,"foods",10,"romaine",20.62,1.9,0,"LEA","romaine",3
50012,"foods",11,"carrots",22.62,2,0,"LEA","carrots",3
50012,"foods",12,"broccoli",24.72,2.1,0,"LEA","broccoli",3
50012,"foods",13,"beets",26.82,2.1,0,"LEA","beets",3
50012,"foods",14,"corn",28.72,1.9,0,"LEA","corn",3
50012,"foods",15,"onions",30.82,2.1,0,"LEA","onions",3
50012,"foods",16,"mushrooms",32.82,2,0,"LEA","mushrooms",3
50012,"foods",17,"green_peppers",35.22,2.4,1,"LEA","green peppers",3
50012,"foods",18,"yellow_peppers",37.52,2.3,0,"LEA","yellow peppers",3
50012,"foods",19,"red_peppers",39.92,2.4,0,"LEA","red peppers",3
50012,"foods",20,"raisins",42.52,2.6,1,"LEA","raisins",3
50012,"foods",21,"cranberries",44.72,2.2,0,"LEA","cranberries",3
50012,"foods",22,"peas",47.22,2.5,0,"LEA","peas",3
50012,"foods",23,"cheese",51.62,4.4,0,"LEA","cheese",3
50012,"foods",24,"almonds",55.92,4.3,0,"LEA","almonds",3
50012,"foods",25,"sushi",61.12,5.2,1,"LEA","sushi",3
50012,"foods",26,"pancakes",63.22,2.1,1,"LEA","pancakes",3
50012,"foods",27,"french_toast",65.62,2.40000000000001,0,"LEA","french toast",3
50012,"foods",28,"eggs",68.22,2.59999999999999,0,"LEA","eggs",3
50012,"foods",29,"waffles",70.62,2.40000000000001,0,"LEA","waffles",3
50012,"foods",30,"bacon",73.12,2.5,0,"LEA","bacon",3
50012,"foods",31,"sausage",75.62,2.5,0,"LEA","sausage",3
50012,"foods",32,"ham",77.92,2.3,0,"LEA","ham",3
50012,"foods",33,"omelette",80.72,2.8,1,"LEA","omelette",3
50012,"foods",34,"sandwich",84.12,3.40000000000001,1,"LEA","sandwich",3
50012,"foods",35,"brownie",86.32,2.19999999999999,1,"LEA","brownie",3
50012,"foods",36,"muffin",88.52,2.2,0,"LEA","muffin",3
50012,"foods",37,"doughnut",90.72,2.2,0,"LEA","doughnut",3
50012,"foods",38,"granola",93.12,2.40000000000001,0,"LEA","granola",3
50012,"foods",39,"pasta",95.52,2.39999999999999,0,"LEA","pasta",3
50012,"foods",40,"pizza",97.82,2.3,0,"LEA","pizza",3
50012,"foods",41,"bagel",100.22,2.40000000000001,0,"LEA","bagel",3
50012,"foods",42,"cream_cheese",104.32,4.09999999999999,0,"LEA","cream cheese",3
50012,"foods",43,"turkey",107.12,2.80000000000001,1,"LEA","turkey",3
50012,"foods",44,"ham",109.12,2,0,"LEA","ham",3
50012,"foods",45,"salami",111.62,2.5,0,"LEA","salami",3
50012,"foods",46,"avocado",114.12,2.5,0,"LEA","avocado",3
50012,"foods",47,"tomato",116.82,2.69999999999999,0,"LEA","tomato",3
50012,"foods",48,"sprouts",119.82,3,0,"LEA","sprouts",3
50012,"foods",49,"salmon",122.12,2.30000000000001,1,"LEA","salmon",3
50012,"foods",50,"rice",124.82,2.69999999999999,1,"LEA","rice",3
50012,"foods",51,"quinoa",127.32,2.5,0,"LEA","quinoa",3
50012,"foods",52,"mango",130.02,2.70000000000002,0,"LEA","mango",3
50012,"foods",53,"zucchini",132.62,2.59999999999999,0,"LEA","zucchini",3
50012,"foods",54,"hamburger",135.32,2.69999999999999,1,"LEA","hamburger",3
50012,"foods",55,"veggie_burger",139.32,4,0,"LEA","veggie burger",3
50012,"foods",56,"broth",142.22,2.90000000000001,0,"LEA","broth",3
50012,"foods",57,"kimchi",144.62,2.40000000000001,0,"LEA","kimchi",3
50012,"foods",58,"potatoes",148.62,4,1,"LEA","potatoes",3
50012,"foods",59,"sweet_potatoes",151.22,2.59999999999999,0,"LEA","sweet potatoes",3
50012,"foods",60,"oatmeal",153.92,2.69999999999999,0,"LEA","oatmeal",3
50012,"foods",61,"soup",156.22,2.30000000000001,0,"LEA","soup",3
50012,"foods",62,"syrup",165.32,9.09999999999999,1,"LEA","syrup",3
50012,"foods",63,"jelly",168.02,2.70000000000002,0,"LEA","jelly",3
50012,"foods",64,"toast",170.12,2.09999999999999,0,"LEA","toast",3
50012,"foods",65,"smoothie",173.72,3.59999999999999,1,"LEA","smoothie",3
50012,"foods",66,"ice_cream",176.32,2.59999999999999,0,"LEA","ice cream",3
50012,"foods",67,"frozen_yogurt",178.62,2.30000000000001,0,"LEA","frozen yogurt",3
50013,"foods",1,"creme_brulee",3.419,3.419,2,"LEA","creme brulee",3
50013,"foods",2,"hamburger",7.919,4.5,1,"LEA","hamburger",3
50013,"foods",3,"popcorn",12.119,4.2,1,"LEA","popcorn",3
50013,"foods",4,"french_fries",16.119,4,0,"LEA","french fries",3
50013,"foods",5,"potato_chips",20.719,4.6,0,"LEA","potato chips",3
50013,"foods",6,"cannoli",25.219,4.5,1,"LEA","cannoli",3
50013,"foods",7,"fish",29.619,4.4,1,"LEA","fish",3
50013,"foods",8,"cereal",34.019,4.4,1,"LEA","cereal",3
50013,"foods",9,"fried_eggs",38.419,4.4,1,"LEA","fried eggs",3
50013,"foods",10,"eggs_benedict",43.719,5.3,0,"LEA","eggs benedict",3
50013,"foods",11,"scrambled_eggs",48.219,4.5,0,"LEA","scrambled eggs",3
50013,"foods",12,"strawberry_smoothie",53.919,5.7,1,"LEA","strawberry smoothie",3
50013,"foods",13,"banana_split",59.619,5.7,0,"LEA","banana split",3
50013,"foods",14,"deep_fried_snickers",65.519,5.90000000000001,1,"LEA","deep fried snickers",3
50013,"foods",15,"chicken_fried_steak",71.419,5.89999999999999,0,"LEA","chicken fried steak",3
50013,"foods",16,"avocado",77.519,6.10000000000001,1,"LEA","avocado",3
50013,"foods",17,"artichoke",81.419,3.89999999999999,0,"LEA","artichoke",3
50013,"foods",18,"spinach",86.119,4.7,0,"LEA","spinach",3
50013,"foods",19,"broccoli_rabe",90.619,4.5,0,"LEA","broccoli rabe",3
50013,"foods",20,"turkey",95.219,4.59999999999999,1,"LEA","turkey",3
50013,"foods",21,"tomato",99.319,4.10000000000001,0,"LEA","tomato",3
50013,"foods",22,"baked_chicken",104.219,4.89999999999999,1,"LEA","baked chicken",3
50013,"foods",23,"bread_bowl",110.719,6.5,0,"LEA","bread bowl",3
50013,"foods",24,"grilled_cheese",116.319,5.60000000000001,1,"LEA","grilled cheese",3
50013,"foods",25,"tomato_soup",122.719,6.39999999999999,1,"LEA","tomato soup",3
50013,"foods",26,"clam_chowder",130.019,7.30000000000001,0,"LEA","clam chowder",3
50013,"foods",27,"milk",140.919,10.9,1,"LEA","milk",3
50013,"foods",28,"bread",148.519,7.59999999999999,0,"LEA","bread",3
50013,"foods",29,"cheese",153.119,4.59999999999999,0,"LEA","cheese",3
50013,"foods",30,"eggplant",158.519,5.40000000000001,1,"LEA","eggplant",3
50013,"foods",31,"parsley",165.419,6.90000000000001,1,"LEA","parsley",3
50013,"foods",32,"carrots",171.319,5.89999999999998,1,"LEA","carrots",3
50013,"foods",33,"quesadilla",175.919,4.60000000000002,0,"LEA","quesadilla",3
50013,"foods",34,"taco",180.419,4.5,0,"LEA","taco",3
50007,"animals",1,"elephant",4.911,4.911,2,"LEA","elephant",3
50007,"animals",2,"giraffe",6.511,1.6,0,"LEA","giraffe",3
50007,"animals",3,"cat",8.711,2.2,1,"LEA","cat",3
50007,"animals",4,"bird",11.611,2.9,0,"LEA","bird",3
50007,"animals",5,"dog",14.011,2.4,0,"LEA","dog",3
50007,"animals",6,"alligator",16.711,2.7,1,"LEA","alligator",3
50007,"animals",7,"turtle",19.511,2.8,0,"LEA","turtle",3
50007,"animals",8,"zebra",22.211,2.7,1,"LEA","zebra",3
50007,"animals",9,"horse",24.911,2.7,0,"LEA","horse",3
50007,"animals",10,"fish",28.111,3.2,1,"LEA","fish",3
50007,"animals",11,"dolphin",30.811,2.7,0,"LEA","dolphin",3
50007,"animals",12,"octopus",34.211,3.4,0,"LEA","octopus",3
50007,"animals",13,"shark",37.311,3.1,0,"LEA","shark",3
50007,"animals",14,"stingray",42.411,5.1,0,"LEA","stingray",3
50007,"animals",15,"starfish",45.911,3.5,0,"LEA","starfish",3
50007,"animals",16,"clam",50.511,4.6,0,"LEA","clam",3
50007,"animals",17,"sheep",54.711,4.2,1,"LEA","sheep",3
50007,"animals",18,"horse",58.811,4.1,0,"LEA","horse",3
50007,"animals",19,"chicken",61.211,2.4,0,"LEA","chicken",3
50007,"animals",20,"pig",64.411,3.2,0,"LEA","pig",3
50007,"animals",21,"cow",68.211,3.8,1,"LEA","cow",3
50007,"animals",22,"yak",75.911,7.7,1,"LEA","yak",3
50007,"animals",23,"lizard",79.711,3.8,1,"LEA","lizard",3
50007,"animals",24,"guinea_pig",83.511,3.8,1,"LEA","guinea pig",3
50007,"animals",25,"frog",88.111,4.60000000000001,1,"LEA","frog",3
50007,"animals",26,"bug",92.411,4.3,0,"LEA","bug",3
50007,"animals",27,"zebra",102.211,9.8,1,"LEA","zebra",3
50007,"animals",28,"snake",106.611,4.40000000000001,1,"LEA","snake",3
50007,"animals",29,"rat",110.811,4.2,0,"LEA","rat",3
50007,"animals",30,"butterfly",113.811,3,1,"LEA","butterfly",3
50007,"animals",31,"bee",118.511,4.69999999999999,0,"LEA","bee",3
50007,"animals",32,"pufferfish",126.511,8,1,"LEA","pufferfish",3
50007,"animals",33,"beaver",130.211,3.70000000000002,1,"LEA","beaver",3
50007,"animals",34,"possum",133.411,3.19999999999999,1,"LEA","possum",3
50007,"animals",35,"squirrel",139.911,6.5,0,"LEA","squirrel",3
50007,"animals",36,"raccoon",143.211,3.30000000000001,0,"LEA","raccoon",3
50007,"animals",37,"bunny",148.411,5.19999999999999,0,"LEA","bunny",3
50007,"animals",38,"salamander",156.511,8.09999999999999,1,"LEA","salamander",3
50007,"animals",39,"spider",160.811,4.30000000000001,1,"LEA","spider",3
50007,"animals",40,"kangaroo",167.611,6.79999999999998,1,"LEA","kangaroo",3
50007,"animals",41,"koala_bear",172.311,4.70000000000002,0,"LEA","koala bear",3
50007,"animals",42,"polar_bear",176.411,4.09999999999999,0,"LEA","polar bear",3
50007,"animals",43,"armadillo",180.311,3.90000000000001,1,"LEA","armadillo",3
50012,"animals",1,"dog",3.486,3.486,2,"LEA","dog",3
50012,"animals",2,"labrador",4.986,1.5,0,"LEA","labrador",3
50012,"animals",3,"golden_retriever",6.786,1.8,0,"LEA","golden retriever",3
50012,"animals",4,"terrier",9.386,2.6,0,"LEA","terrier",3
50012,"animals",5,"boxer",11.386,2,0,"LEA","boxer",3
50012,"animals",6,"pug",13.886,2.5,0,"LEA","pug",3
50012,"animals",7,"chihuahua",15.786,1.9,0,"LEA","chihuahua",3
50012,"animals",8,"cat",20.486,4.7,1,"LEA","cat",3
50012,"animals",9,"tiger",22.686,2.2,0,"LEA","tiger",3
50012,"animals",10,"lion",24.886,2.2,0,"LEA","lion",3
50012,"animals",11,"elephant",27.486,2.6,1,"LEA","elephant",3
50012,"animals",12,"cheetah",30.686,3.2,1,"LEA","cheetah",3
50012,"animals",13,"zebra",33.086,2.4,1,"LEA","zebra",3
50012,"animals",14,"horse",35.686,2.6,0,"LEA","horse",3
50012,"animals",15,"coyote",44.786,9.1,1,"LEA","coyote",3
50012,"animals",16,"wolf",46.886,2.1,0,"LEA","wolf",3
50012,"animals",17,"husky",48.886,2,0,"LEA","husky",3
50012,"animals",18,"german_shepherd",50.986,2.09999999999999,0,"LEA","german shepherd",3
50012,"animals",19,"bird",54.286,3.3,1,"LEA","bird",3
50012,"animals",20,"parakeet",56.486,2.2,0,"LEA","parakeet",3
50012,"animals",21,"parrot",62.286,5.8,0,"LEA","parrot",3
50012,"animals",22,"seagull",66.186,3.90000000000001,0,"LEA","seagull",3
50012,"animals",23,"chicken",70.286,4.09999999999999,1,"LEA","chicken",3
50012,"animals",24,"cow",73.186,2.90000000000001,0,"LEA","cow",3
50012,"animals",25,"pig",75.486,2.3,0,"LEA","pig",3
50012,"animals",26,"goat",77.686,2.2,1,"LEA","goat",3
50012,"animals",27,"antelope",80.186,2.5,1,"LEA","antelope",3
50012,"animals",28,"kangaroo",82.586,2.39999999999999,1,"LEA","kangaroo",3
50012,"animals",29,"corgi",89.986,7.40000000000001,1,"LEA","corgi",3
50012,"animals",30,"koala",93.986,4,1,"LEA","koala",3
50012,"animals",31,"panda",96.186,2.2,0,"LEA","panda",3
50012,"animals",32,"black_bear",99.486,3.3,0,"LEA","black bear",3
50012,"animals",33,"polar_bear",101.986,2.5,0,"LEA","polar bear",3
50012,"animals",34,"brown_bear",104.486,2.5,0,"LEA","brown bear",3
50012,"animals",35,"walrus",106.786,2.3,1,"LEA","walrus",3
50012,"animals",36,"seal",109.086,2.3,0,"LEA","seal",3
50012,"animals",37,"giraffe",111.286,2.2,1,"LEA","giraffe",3
50012,"animals",38,"dolphin",115.286,4,1,"LEA","dolphin",3
50012,"animals",39,"whale",117.786,2.5,0,"LEA","whale",3
50012,"animals",40,"alligator",125.886,8.09999999999999,1,"LEA","alligator",3
50012,"animals",41,"lizard",132.386,6.5,0,"LEA","lizard",3
50012,"animals",42,"snake",134.586,2.20000000000002,0,"LEA","snake",3
50012,"animals",43,"turtle",137.186,2.59999999999999,0,"LEA","turtle",3
50012,"animals",44,"penguin",148.286,11.1,1,"LEA","penguin",3
50012,"animals",45,"crow",162.186,13.9,1,"LEA","crow",3
50012,"animals",46,"turkey",165.786,3.59999999999999,0,"LEA","turkey",3
50012,"animals",47,"vole",172.686,6.90000000000001,1,"LEA","vole",3
50013,"animals",1,"deer",3.094,3.094,2,"LEA","deer",3
50013,"animals",2,"lion",6.694,3.6,1,"LEA","lion",3
50013,"animals",3,"tiger",10.694,4,0,"LEA","tiger",3
50013,"animals",4,"liger",14.994,4.3,0,"LEA","liger",3
50013,"animals",5,"crocodile",19.794,4.8,1,"LEA","crocodile",3
50013,"animals",6,"alligator",24.994,5.2,0,"LEA","alligator",3
50013,"animals",7,"aardvark",30.494,5.5,1,"LEA","aardvark",3
50013,"animals",8,"bear",34.994,4.5,1,"LEA","bear",3
50013,"animals",9,"human",39.994,5,1,"LEA","human",3
50013,"animals",10,"bird",45.394,5.4,1,"LEA","bird",3
50013,"animals",11,"pterodactyl",50.794,5.4,1,"LEA","pterodactyl",3
50013,"animals",12,"allosaurus",56.694,5.90000000000001,0,"LEA","allosaurus",3
50013,"animals",13,"tyrannosaurus_rex",62.394,5.7,0,"LEA","tyrannosaurus rex",3
50013,"animals",14,"stegosaurus",68.894,6.50000000000001,0,"LEA","stegosaurus",3
50013,"animals",15,"ant",74.494,5.59999999999999,1,"LEA","ant",3
50013,"animals",16,"plankton",82.194,7.7,1,"LEA","plankton",3
50013,"animals",17,"fish",87.594,5.39999999999999,0,"LEA","fish",3
50013,"animals",18,"dolphin",92.394,4.80000000000001,0,"LEA","dolphin",3
50013,"animals",19,"orca",97.494,5.09999999999999,0,"LEA","orca",3
50013,"animals",20,"venus_flytrap",105.894,8.40000000000001,1,"LEA","venus flytrap",3
50013,"animals",21,"turtle",110.794,4.89999999999999,1,"LEA","turtle",3
50013,"animals",22,"frog",114.894,4.10000000000001,0,"LEA","frog",3
50013,"animals",23,"platypus",119.694,4.8,0,"LEA","platypus",3
50013,"animals",24,"muskrat",125.594,5.89999999999999,0,"LEA","muskrat",3
50013,"animals",25,"stingray",130.394,4.80000000000001,0,"LEA","stingray",3
50013,"animals",26,"manta_ray",135.994,5.59999999999999,0,"LEA","manta ray",3
50013,"animals",27,"barracuda",141.894,5.90000000000001,0,"LEA","barracuda",3
50013,"animals",28,"spider",147.894,6,1,"LEA","spider",3
50013,"animals",29,"monkey",154.794,6.90000000000001,1,"LEA","monkey",3
50013,"animals",30,"chimpanzee",160.494,5.69999999999999,0,"LEA","chimpanzee",3
50013,"animals",31,"baboon",167.394,6.90000000000001,0,"LEA","baboon",3
50013,"animals",32,"flying_squirrel",173.594,6.19999999999999,1,"LEA","flying squirrel",3
50013,"animals",33,"rodent",180.094,6.5,0,"LEA","rodent",3
683,"animals",1,"Dog",1.058823529,1.058823529,NA,"HJT","Dog",3
683,"animals",2,"Cat",2.058823529,1,NA,"HJT","Cat",3
683,"animals",3,"Elephant",4.882352941,2.823529412,NA,"HJT","Elephant",3
