"subject","domain","response_number","participant_response","response_onset_time","IRT","participant_designated_switch","dataset","checked_words","list_number"
50036,"occupations",18,"cyclist",46.175,3.5,1,"LEA","cyclist",6
50036,"occupations",19,"professional_sports_player",49.375,3.2,0,"LEA","professional sports player",6
50036,"occupations",20,"actor",53.675,4.3,1,"LEA","actor",6
50036,"occupations",21,"actress",54.275,0.600000000000001,0,"LEA","actress",6
50036,"occupations",22,"photographer",59.675,5.4,1,"LEA","photographer",6
50036,"occupations",23,"artist",61.775,2.1,0,"LEA","artist",6
50036,"occupations",24,"painter",62.875,1.1,0,"LEA","painter",6
50036,"occupations",25,"contractor",68.875,6,1,"LEA","contractor",6
50036,"occupations",26,"programmer",70.375,1.5,1,"LEA","programmer",6
50036,"occupations",27,"engineer",72.975,2.59999999999999,0,"LEA","engineer",6
50036,"occupations",28,"computer_engineer",73.575,0.600000000000009,0,"LEA","computer engineer",6
50036,"occupations",29,"electrician",74.675,1.09999999999999,0,"LEA","electrician",6
50036,"occupations",30,"electrical_engineer",75.575,0.900000000000006,0,"LEA","electrical engineer",6
50036,"occupations",31,"mechanical_engineer",78.675,3.09999999999999,0,"LEA","mechanical engineer",6
50036,"occupations",32,"mechanist",80.475,1.8,0,"LEA","mechanist",6
50036,"occupations",33,"machinist",81.175,0.700000000000003,0,"LEA","machinist",6
50036,"occupations",34,"car_salesman",85.075,3.90000000000001,1,"LEA","car salesman",6
50036,"occupations",35,"phone_salesman",90.875,5.8,0,"LEA","phone salesman",6
50036,"occupations",36,"retail_person",97.275,6.40000000000001,0,"LEA","retail person",6
50036,"occupations",37,"officer",99.375,2.09999999999999,1,"LEA","officer",6
50036,"occupations",38,"mall_cop",100.175,0.799999999999997,0,"LEA","mall cop",6
50036,"occupations",39,"soldier",103.275,3.10000000000001,0,"LEA","soldier",6
50036,"occupations",40,"general",105.375,2.09999999999999,0,"LEA","general",6
50036,"occupations",41,"tailor",107.375,2,1,"LEA","tailor",6
50036,"occupations",42,"spy",109.175,1.8,0,"LEA","spy",6
50036,"occupations",43,"mathematician",113.575,4.40000000000001,1,"LEA","mathematician",6
50036,"occupations",44,"safety_inspector",120.675,7.09999999999999,1,"LEA","safety inspector",6
50036,"occupations",45,"data_analyst",125.875,5.2,1,"LEA","data analyst",6
50036,"occupations",46,"developer",132.975,7.09999999999999,0,"LEA","developer",6
50036,"occupations",47,"gardener",134.975,2,1,"LEA","gardener",6
50036,"occupations",48,"funeral_home_manager",141.275,6.30000000000001,1,"LEA","funeral home manager",6
50036,"occupations",49,"surgeon",146.975,5.69999999999999,1,"LEA","surgeon",6
50036,"occupations",50,"doctor",152.175,5.20000000000002,0,"LEA","doctor",6
50036,"occupations",51,"lab_technician",170.475,18.3,0,"LEA","lab technician",6
50036,"occupations",52,"scientist",172.275,1.80000000000001,0,"LEA","scientist",6
50036,"occupations",53,"geologist",173.575,1.29999999999998,0,"LEA","geologist",6
50036,"occupations",54,"climatologist",177.975,4.40000000000001,0,"LEA","climatologist",6
50036,"occupations",55,"weatherman",180.275,2.30000000000001,1,"LEA","weatherman",6
50029,"foods",1,"spaghetti",4.263,4.263,2,"LEA","spaghetti",6
50029,"foods",2,"pizza",5.663,1.4,0,"LEA","pizza",6
50029,"foods",3,"broccoli",8.763,3.1,1,"LEA","broccoli",6
50029,"foods",4,"asparagus",11.463,2.7,0,"LEA","asparagus",6
50029,"foods",5,"green_beans",12.963,1.5,0,"LEA","green beans",6
50029,"foods",6,"pasta",20.363,7.4,1,"LEA","pasta",6
50029,"foods",7,"seeds",29.563,9.2,1,"LEA","seeds",6
50029,"foods",8,"almonds",33.663,4.1,0,"LEA","almonds",6
50029,"foods",9,"hamburger",39.763,6.1,1,"LEA","hamburger",6
50029,"foods",10,"chicken",51.963,12.2,0,"LEA","chicken",6
50029,"foods",11,"steak",57.163,5.2,0,"LEA","steak",6
50029,"foods",12,"apple",65.863,8.7,1,"LEA","apple",6
50029,"foods",13,"orange",69.163,3.3,0,"LEA","orange",6
50029,"foods",14,"pineapple",75.063,5.90000000000001,0,"LEA","pineapple",6
50029,"foods",15,"mango",77.063,2,0,"LEA","mango",6
50029,"foods",16,"bacon",86.263,9.2,1,"LEA","bacon",6
50029,"foods",17,"eggs",88.163,1.89999999999999,0,"LEA","eggs",6
50029,"foods",18,"sausage",90.063,1.90000000000001,0,"LEA","sausage",6
50029,"foods",19,"hot_dog",109.663,19.6,1,"LEA","hot dog",6
50029,"foods",20,"cheese",114.263,4.60000000000001,1,"LEA","cheese",6
50029,"foods",21,"pudding",125.263,11,0,"LEA","pudding",6
50029,"foods",22,"chips",127.463,2.19999999999999,1,"LEA","chips",6
50029,"foods",23,"corn",138.163,10.7,1,"LEA","corn",6
50029,"foods",24,"gummy_bears",152.063,13.9,1,"LEA","gummy bears",6
50029,"foods",25,"avocado",169.963,17.9,1,"LEA","avocado",6
50029,"foods",26,"chocolate",180.663,10.7,1,"LEA","chocolate",6
50030,"foods",1,"apple",4.5443,4.5443,2,"LEA","apple",6
50030,"foods",2,"fruit",6.6443,2.1,0,"LEA","fruit",6
50030,"foods",3,"orange",7.9443,1.3,0,"LEA","orange",6
50030,"foods",4,"avocado",9.4443,1.5,0,"LEA","avocado",6
50030,"foods",5,"dessert",11.3443,1.9,1,"LEA","dessert",6
50030,"foods",6,"pineapple",12.6443,1.3,1,"LEA","pineapple",6
50030,"foods",7,"pear",16.3443,3.7,0,"LEA","pear",6
50030,"foods",8,"peach",17.5443,1.2,0,"LEA","peach",6
50030,"foods",9,"pizza",19.7443,2.2,1,"LEA","pizza",6
50030,"foods",10,"cake",21.7443,2,1,"LEA","cake",6
50030,"foods",11,"ice_cream",24.8443,3.1,0,"LEA","ice cream",6
50030,"foods",12,"pomegranate",31.3443,6.5,1,"LEA","pomegranate",6
50030,"foods",13,"breadsticks",37.0443,5.7,1,"LEA","breadsticks",6
50030,"foods",14,"chicken",41.5443,4.5,1,"LEA","chicken",6
50030,"foods",15,"wings",44.1443,2.6,0,"LEA","wings",6
50030,"foods",16,"hamburger",52.9443,8.8,1,"LEA","hamburger",6
50030,"foods",17,"taco",54.4443,1.5,1,"LEA","taco",6
50030,"foods",18,"burrito",56.7443,2.3,0,"LEA","burrito",6
50030,"foods",19,"chips",58.3443,1.59999999999999,0,"LEA","chips",6
50030,"foods",20,"cheese",59.6443,1.3,0,"LEA","cheese",6
50030,"foods",21,"salsa",63.2443,3.6,0,"LEA","salsa",6
50030,"foods",22,"apricots",67.9443,4.7,1,"LEA","apricots",6
50030,"foods",23,"tomato",70.8443,2.90000000000001,1,"LEA","tomato",6
50030,"foods",24,"broccoli",73.7443,2.89999999999999,1,"LEA","broccoli",6
50030,"foods",25,"tuna",77.3443,3.60000000000001,1,"LEA","tuna",6
50030,"foods",26,"salmon",79.0443,1.7,0,"LEA","salmon",6
50030,"foods",27,"banana",81.5443,2.5,1,"LEA","banana",6
50030,"foods",28,"bread",87.5443,6,1,"LEA","bread",6
50030,"foods",29,"sausage",88.8443,1.3,0,"LEA","sausage",6
50030,"foods",30,"biscuits_and_gravy",90.5443,1.7,0,"LEA","biscuits and gravy",6
50030,"foods",31,"oatmeal",99.5443,9,1,"LEA","oatmeal",6
50030,"foods",32,"cereal",101.3443,1.8,0,"LEA","cereal",6
50030,"foods",33,"cookie",103.8443,2.5,1,"LEA","cookie",6
50030,"foods",34,"fries",112.6443,8.8,1,"LEA","fries",6
50030,"foods",35,"milkshake",114.6443,2,0,"LEA","milkshake",6
50030,"foods",36,"brownie",118.0443,3.40000000000001,1,"LEA","brownie",6
50030,"foods",37,"soda",121.5443,3.5,1,"LEA","soda",6
50030,"foods",38,"crackers",126.2443,4.69999999999999,1,"LEA","crackers",6
50030,"foods",39,"chocolate",130.0443,3.8,1,"LEA","chocolate",6
50030,"foods",40,"tangerine",147.2443,17.2,1,"LEA","tangerine",6
50030,"foods",41,"blueberries",151.8443,4.59999999999999,0,"LEA","blueberries",6
50030,"foods",42,"raspberries",153.3443,1.5,0,"LEA","raspberries",6
50030,"foods",43,"strawberries",155.6443,2.29999999999998,0,"LEA","strawberries",6
50030,"foods",44,"lettuce",158.6443,3,1,"LEA","lettuce",6
50030,"foods",45,"spinach",159.7443,1.10000000000002,0,"LEA","spinach",6
50030,"foods",46,"salad",161.0443,1.29999999999998,0,"LEA","salad",6
50030,"foods",47,"rice",164.1443,3.09999999999999,1,"LEA","rice",6
50030,"foods",48,"noodles",167.0443,2.90000000000001,0,"LEA","noodles",6
50030,"foods",49,"soup",171.4443,4.40000000000001,0,"LEA","soup",6
50030,"foods",50,"mozzarella_sticks",175.2443,3.80000000000001,1,"LEA","mozzarella sticks",6
50036,"foods",1,"chocolate",2.218,2.218,2,"LEA","chocolate",6
50036,"foods",2,"sandwich",3.218,1,1,"LEA","sandwich",6
50036,"foods",3,"ham",4.218,1,1,"LEA","ham",6
50036,"foods",4,"beef",5.218,1,0,"LEA","beef",6
50036,"foods",5,"pudding",6.418,1.2,1,"LEA","pudding",6
50036,"foods",6,"rice_cake",8.018,1.6,1,"LEA","rice cake",6
50036,"foods",7,"rice",9.018,1,0,"LEA","rice",6
50036,"foods",8,"stir_fry",10.218,1.2,0,"LEA","stir fry",6
50036,"foods",9,"sausage",15.018,4.8,1,"LEA","sausage",6
50036,"foods",10,"hot_dog",15.818,0.799999999999999,0,"LEA","hot dog",6
50036,"foods",11,"hamburger",16.518,0.700000000000001,0,"LEA","hamburger",6
50036,"foods",12,"french_fries",17.418,0.899999999999999,0,"LEA","french fries",6
50036,"foods",13,"salad",19.318,1.9,1,"LEA","salad",6
50036,"foods",14,"kale",21.718,2.4,0,"LEA","kale",6
50036,"foods",15,"broccoli",23.218,1.5,1,"LEA","broccoli",6
50036,"foods",16,"celery",24.018,0.800000000000001,0,"LEA","celery",6
50036,"foods",17,"carrots",25.618,1.6,0,"LEA","carrots",6
50036,"foods",18,"raspberries",27.018,1.4,1,"LEA","raspberries",6
50036,"foods",19,"dessert",29.118,2.1,1,"LEA","dessert",6
50036,"foods",20,"ice_cream",29.718,0.600000000000001,0,"LEA","ice cream",6
50036,"foods",21,"ice_cream_sandwich",32.318,2.6,0,"LEA","ice cream sandwich",6
50036,"foods",22,"cake",36.718,4.40000000000001,0,"LEA","cake",6
50036,"foods",23,"cupcake",37.718,1,0,"LEA","cupcake",6
50036,"foods",24,"whipped_cream",41.018,3.3,0,"LEA","whipped cream",6
50036,"foods",25,"cherries",42.318,1.3,0,"LEA","cherries",6
50036,"foods",26,"cookie",46.218,3.90000000000001,0,"LEA","cookie",6
50036,"foods",27,"candy",48.418,2.2,0,"LEA","candy",6
50036,"foods",28,"candy_cane",49.618,1.2,0,"LEA","candy cane",6
50036,"foods",29,"chocolate_chips",50.818,1.2,0,"LEA","chocolate chips",6
50036,"foods",30,"mashed_potatoes",56.318,5.5,1,"LEA","mashed potatoes",6
50036,"foods",31,"beans",58.418,2.1,1,"LEA","beans",6
50036,"foods",32,"butter",62.118,3.7,1,"LEA","butter",6
50036,"foods",33,"cream",63.318,1.2,0,"LEA","cream",6
50036,"foods",34,"french_toast",65.918,2.60000000000001,1,"LEA","french toast",6
50036,"foods",35,"pancakes",66.718,0.799999999999997,0,"LEA","pancakes",6
50036,"foods",36,"waffles",67.518,0.799999999999997,0,"LEA","waffles",6
50036,"foods",37,"bacon",69.918,2.40000000000001,0,"LEA","bacon",6
50036,"foods",38,"raisin_bread",74.118,4.19999999999999,0,"LEA","raisin bread",6
50036,"foods",39,"macaroni_and_cheese",78.918,4.80000000000001,1,"LEA","macaroni and cheese",6
50036,"foods",40,"pasta",80.318,1.39999999999999,0,"LEA","pasta",6
50036,"foods",41,"spaghetti",81.118,0.799999999999997,0,"LEA","spaghetti",6
50036,"foods",42,"linguine",82.118,1,0,"LEA","linguine",6
50036,"foods",43,"pesto",84.518,2.40000000000001,0,"LEA","pesto",6
50036,"foods",44,"salmon",87.618,3.09999999999999,1,"LEA","salmon",6
50036,"foods",45,"tuna",88.618,1,0,"LEA","tuna",6
50036,"foods",46,"shrimp",92.818,4.2,0,"LEA","shrimp",6
50036,"foods",47,"souffle",95.418,2.60000000000001,1,"LEA","souffle",6
50036,"foods",48,"casserole",98.418,3,1,"LEA","casserole",6
50036,"foods",49,"eggplant",99.718,1.3,1,"LEA","eggplant",6
50036,"foods",50,"eggs",102.518,2.8,0,"LEA","eggs",6
50036,"foods",51,"deviled_eggs",104.018,1.5,0,"LEA","deviled eggs",6
50036,"foods",52,"jello",112.718,8.7,1,"LEA","jello",6
50036,"foods",53,"soup",115.218,2.5,1,"LEA","soup",6
50036,"foods",54,"broth",117.618,2.39999999999999,0,"LEA","broth",6
50036,"foods",55,"pastry",124.518,6.90000000000001,1,"LEA","pastry",6
50036,"foods",56,"danish",126.218,1.7,0,"LEA","danish",6
50036,"foods",57,"eclair",128.018,1.8,0,"LEA","eclair",6
50036,"foods",58,"mille_feuille",129.618,1.59999999999999,0,"LEA","mille feuille",6
50036,"foods",59,"grains",141.018,11.4,1,"LEA","grains",6
50036,"foods",60,"sesame_seeds",142.518,1.5,0,"LEA","sesame seeds",6
50036,"foods",61,"crackers",144.818,2.30000000000001,1,"LEA","crackers",6
50036,"foods",62,"hors_doeuvres",147.318,2.5,0,"LEA","hors doeuvres",6
50036,"foods",63,"peas",149.818,2.5,1,"LEA","peas",6
50036,"foods",64,"cottage_cheese",152.518,2.69999999999999,1,"LEA","cottage cheese",6
50036,"foods",65,"yogurt",154.518,2,0,"LEA","yogurt",6
50036,"foods",66,"stew",169.118,14.6,1,"LEA","stew",6
50036,"foods",67,"omelette",173.618,4.5,1,"LEA","omelette",6
50036,"foods",68,"sushi",176.918,3.30000000000001,1,"LEA","sushi",6
50029,"animals",1,"giraffe",3.47616,3.47616,2,"LEA","giraffe",6
50029,"animals",2,"dog",6.77616,3.3,1,"LEA","dog",6
50029,"animals",3,"cat",8.27616,1.5,0,"LEA","cat",6
50029,"animals",4,"hippo",11.67616,3.4,1,"LEA","hippo",6
50029,"animals",5,"shark",13.37616,1.7,1,"LEA","shark",6
50029,"animals",6,"fish",15.37616,2,0,"LEA","fish",6
50029,"animals",7,"octopus",17.37616,2,0,"LEA","octopus",6
50029,"animals",8,"bird",22.07616,4.7,1,"LEA","bird",6
50029,"animals",9,"alligator",28.57616,6.5,1,"LEA","alligator",6
50029,"animals",10,"monkey",32.77616,4.2,1,"LEA","monkey",6
50029,"animals",11,"lion",49.37616,16.6,1,"LEA","lion",6
50029,"animals",12,"tiger",51.07616,1.7,0,"LEA","tiger",6
50029,"animals",13,"gazelle",53.97616,2.9,0,"LEA","gazelle",6
50029,"animals",14,"iguana",58.17616,4.2,0,"LEA","iguana",6
50029,"animals",15,"rat",60.47616,2.3,1,"LEA","rat",6
50029,"animals",16,"chimpanzee",110.87616,50.4,1,"LEA","chimpanzee",6
50029,"animals",17,"gorilla",112.97616,2.09999999999999,0,"LEA","gorilla",6
50029,"animals",18,"wolf",121.37616,8.40000000000001,1,"LEA","wolf",6
50029,"animals",19,"puppy",135.27616,13.9,0,"LEA","puppy",6
50029,"animals",20,"flamingo",142.07616,6.79999999999998,1,"LEA","flamingo",6
50029,"animals",21,"penguin",146.57616,4.5,0,"LEA","penguin",6
50029,"animals",22,"butterfly",168.57616,22,0,"LEA","butterfly",6
50029,"animals",23,"snake",174.97616,6.40000000000001,1,"LEA","snake",6
50029,"animals",24,"lizard",180.87616,5.90000000000001,0,"LEA","lizard",6
50030,"animals",1,"dog",2.696,2.696,2,"LEA","dog",6
50030,"animals",2,"cat",4.496,1.8,0,"LEA","cat",6
50030,"animals",3,"fish",6.996,2.5,0,"LEA","fish",6
50030,"animals",4,"bird",9.096,2.1,0,"LEA","bird",6
50030,"animals",5,"zebra",10.896,1.8,1,"LEA","zebra",6
50030,"animals",6,"orangutan",12.496,1.6,1,"LEA","orangutan",6
50030,"animals",7,"kangaroo",14.196,1.7,1,"LEA","kangaroo",6
50030,"animals",8,"koala",16.196,2,0,"LEA","koala",6
50030,"animals",9,"lion",17.696,1.5,1,"LEA","lion",6
50030,"animals",10,"tiger",19.496,1.8,0,"LEA","tiger",6
50030,"animals",11,"shark",21.096,1.6,1,"LEA","shark",6
50030,"animals",12,"whale",23.296,2.2,0,"LEA","whale",6
50030,"animals",13,"lizard",27.796,4.5,1,"LEA","lizard",6
50030,"animals",14,"iguana",29.096,1.3,0,"LEA","iguana",6
50030,"animals",15,"sheep",32.096,3,1,"LEA","sheep",6
50030,"animals",16,"goat",33.696,1.6,0,"LEA","goat",6
50030,"animals",17,"cow",35.496,1.8,0,"LEA","cow",6
50030,"animals",18,"penguin",44.596,9.09999999999999,1,"LEA","penguin",6
50030,"animals",19,"seal",46.596,2,1,"LEA","seal",6
50030,"animals",20,"ostrich",50.496,3.90000000000001,1,"LEA","ostrich",6
50030,"animals",21,"baboon",54.496,4,1,"LEA","baboon",6
50030,"animals",22,"gorilla",56.296,1.8,0,"LEA","gorilla",6
50030,"animals",23,"horse",58.796,2.5,1,"LEA","horse",6
50030,"animals",24,"pony",60.296,1.5,0,"LEA","pony",6
50030,"animals",25,"turtle",65.296,5.00000000000001,1,"LEA","turtle",6
50030,"animals",26,"tortoise",67.296,2,0,"LEA","tortoise",6
50030,"animals",27,"alligator",69.796,2.5,1,"LEA","alligator",6
50030,"animals",28,"crocodile",71.596,1.8,0,"LEA","crocodile",6
50030,"animals",29,"flamingo",73.396,1.8,1,"LEA","flamingo",6
50030,"animals",30,"cardinal",80.296,6.90000000000001,1,"LEA","cardinal",6
50030,"animals",31,"parakeet",81.996,1.69999999999999,0,"LEA","parakeet",6
50030,"animals",32,"parrot",89.096,7.10000000000001,0,"LEA","parrot",6
50030,"animals",33,"toucan",90.496,1.39999999999999,0,"LEA","toucan",6
50030,"animals",34,"macaque_monkey",98.396,7.90000000000001,1,"LEA","macaque monkey",6
50030,"animals",35,"roadrunner",107.196,8.8,1,"LEA","roadrunner",6
50030,"animals",36,"coyote",108.696,1.5,0,"LEA","coyote",6
50030,"animals",37,"rabbit",110.596,1.90000000000001,0,"LEA","rabbit",6
50030,"animals",38,"duck",112.096,1.5,0,"LEA","duck",6
50030,"animals",39,"beagle",130.696,18.6,1,"LEA","beagle",6
50030,"animals",40,"piranha",132.096,1.40000000000001,1,"LEA","piranha",6
50030,"animals",41,"clown_fish",136.096,4,0,"LEA","clown fish",6
50030,"animals",42,"squirrel",147.696,11.6,1,"LEA","squirrel",6
50030,"animals",43,"chipmunk",149.496,1.80000000000001,0,"LEA","chipmunk",6
50030,"animals",44,"possum",152.996,3.5,1,"LEA","possum",6
50030,"animals",45,"armadillo",156.896,3.89999999999998,1,"LEA","armadillo",6
50030,"animals",46,"vulture",169.596,12.7,1,"LEA","vulture",6
50030,"animals",47,"eagle",173.896,4.29999999999998,0,"LEA","eagle",6
50036,"animals",1,"dog",2.4703,2.4703,2,"LEA","dog",6
50036,"animals",2,"cat",2.9703,0.5,0,"LEA","cat",6
50036,"animals",3,"pig",3.4703,0.5,1,"LEA","pig",6
50036,"animals",4,"chicken",3.8703,0.4,0,"LEA","chicken",6
50036,"animals",5,"horse",5.4703,1.6,0,"LEA","horse",6
50036,"animals",6,"cow",7.2703,1.8,0,"LEA","cow",6
50036,"animals",7,"eagle",10.8703,3.6,1,"LEA","eagle",6
50036,"animals",8,"bird",12.7703,1.9,0,"LEA","bird",6
50036,"animals",9,"robin",13.4703,0.699999999999999,0,"LEA","robin",6
50036,"animals",10,"penguin",15.1703,1.7,0,"LEA","penguin",6
50036,"animals",11,"pelican",16.7703,1.6,0,"LEA","pelican",6
50036,"animals",12,"seagull",18.2703,1.5,0,"LEA","seagull",6
50036,"animals",13,"hummingbird",19.7703,1.5,0,"LEA","hummingbird",6
50036,"animals",14,"flamingo",21.7703,2,0,"LEA","flamingo",6
50036,"animals",15,"hawk",23.9703,2.2,0,"LEA","hawk",6
50036,"animals",16,"falcon",24.8703,0.899999999999999,0,"LEA","falcon",6
50036,"animals",17,"capybara",27.7703,2.9,1,"LEA","capybara",6
50036,"animals",18,"elephant",29.9703,2.2,1,"LEA","elephant",6
50036,"animals",19,"giraffe",30.4703,0.5,0,"LEA","giraffe",6
50036,"animals",20,"lion",31.1703,0.699999999999999,0,"LEA","lion",6
50036,"animals",21,"cheetah",31.7703,0.599999999999998,0,"LEA","cheetah",6
50036,"animals",22,"warthog",33.7703,2,0,"LEA","warthog",6
50036,"animals",23,"mosquito",35.6703,1.9,1,"LEA","mosquito",6
50036,"animals",24,"muskrat",36.6703,1,1,"LEA","muskrat",6
50036,"animals",25,"meerkat",37.4703,0.800000000000004,1,"LEA","meerkat",6
50036,"animals",26,"ant",39.4703,2,1,"LEA","ant",6
50036,"animals",27,"butterfly",41.4703,2,0,"LEA","butterfly",6
50036,"animals",28,"antlion",45.3703,3.9,0,"LEA","antlion",6
50036,"animals",29,"grasshopper",47.9703,2.6,0,"LEA","grasshopper",6
50036,"animals",30,"cricket",48.5703,0.600000000000001,0,"LEA","cricket",6
50036,"animals",31,"praying_mantis",50.7703,2.2,0,"LEA","praying mantis",6
50036,"animals",32,"monkey",59.3703,8.6,1,"LEA","monkey",6
50036,"animals",33,"chimpanzee",60.6703,1.3,0,"LEA","chimpanzee",6
50036,"animals",34,"orangutan",61.4703,0.800000000000004,0,"LEA","orangutan",6
50036,"animals",35,"gorilla",62.2703,0.799999999999997,0,"LEA","gorilla",6
50036,"animals",36,"lemur",65.1703,2.9,0,"LEA","lemur",6
50036,"animals",37,"ring_tailed_lemur",66.5703,1.40000000000001,0,"LEA","ring tailed lemur",6
50036,"animals",38,"opossum",67.6703,1.09999999999999,1,"LEA","opossum",6
50036,"animals",39,"raccoon",71.1703,3.5,1,"LEA","raccoon",6
50036,"animals",40,"red_panda",72.2703,1.10000000000001,0,"LEA","red panda",6
50036,"animals",41,"panda",73.0703,0.799999999999997,0,"LEA","panda",6
50036,"animals",42,"tiger",75.1703,2.09999999999999,1,"LEA","tiger",6
50036,"animals",43,"panther",78.0703,2.90000000000001,0,"LEA","panther",6
50036,"animals",44,"jaguar",80.3703,2.3,0,"LEA","jaguar",6
50036,"animals",45,"lynx",84.6703,4.3,0,"LEA","lynx",6
50036,"animals",46,"puma",86.2703,1.60000000000001,0,"LEA","puma",6
50036,"animals",47,"ox",89.6703,3.39999999999999,1,"LEA","ox",6
50036,"animals",48,"wildebeest",93.0703,3.40000000000001,0,"LEA","wildebeest",6
