item,log_count,count
meatball,4.640431743683348,43695.0
sausage,6.006213093685329,1014409.0
fries,5.818344021486745,658179.0
ring,7.207354664927369,16119615.0
nachos,4.601234046916447,39924.0
enchilada,4.591198215543751,39012.0
coleslaw,4.7787949765528355,60089.0
potato_salad,5.101207306429072,126243.0
blackberry,5.561429366864736,364275.0
watermelon,5.539659368602629,346465.0
mushroom,5.9791020148025416,953020.0
cranberry_sauce,4.686877476978521,48627.0
toast,6.259869226969688,1819153.0
stew,6.037324885051602,1089745.0
scone,4.933041629028784,85712.0
jam,6.2254082792432825,1680383.0
lima_bean,4.5250966599987485,33504.0
pinto_bean,3.8652816849956104,7333.0
guacamole,4.818476629583367,65838.0
salsa,5.596000768409117,394458.0
bran,5.929208880773379,849589.0
melon,5.715034287709269,518841.0
noodle,5.34658375433378,222118.0
mayonnaise,5.713140950773962,516584.0
ketchup,5.302556027996288,200704.0
mustard,6.213677101882299,1635600.0
pretzel,4.901926692652069,79786.0
eet,5.038465171032073,109261.0
peanut,6.050465987833107,1123223.0
cashew,4.973640388146709,94111.0
brazil_nut,4.252148854818508,17871.0
hazelnut,4.9822440887861825,95994.0
almond,5.9820291368785705,959465.0
caramel,5.453981508829238,284434.0
sugar,7.202112247068872,15926203.0
pop_tart,3.2704459080179626,1864.0
granola_bar,3.962700731704341,9177.0
popcorn,5.709647260014046,512445.0
cheesecake,5.218128327429923,165245.0
donut,5.06767331464181,116862.0
hashbrown,2.838849090737255,690.0
dried_fruit,5.0825232788744765,120927.0
baklava,4.32434419893904,21103.0
chicken_marsala,3.5520595341878844,3565.0
animal,7.382158768841074,24107866.0
smoothie,4.812023812936031,64867.0
bratwurst,4.366366915612642,23247.0
soap,6.58887504095068,3880387.0
filet,5.240372000001237,173929.0
peach,6.184131880880089,1528030.0
nectarine,4.711461342334847,51459.0
parmesan_cheese,5.347189456831218,222428.0
piece,7.401851145970034,25226160.0
plum,6.102520830273714,1266254.0
honey,6.741711957867369,5517114.0
graham_cracker,4.582869810246655,38271.0
marshmallow,5.065015475037232,116149.0
goat_cheese,4.980321586008756,95570.0
bleu_cheese,3.912912551176097,8183.0
cabbage,6.184358628085508,1528828.0
raison,5.641225162648167,437749.0
rib,6.225751364892858,1681711.0
dinner,7.233038521875883,17101670.0
wrap,6.33089285646747,2142362.0
pine_nut,4.227526784937202,16886.0
ramen_noodles,3.8248414717537007,6681.0
crabcake,2.9036325160842376,801.0
linguini,4.2706089708231785,18647.0
grilled_cheese,4.489860084416134,30893.0
chocolate_cake,5.07253296093572,118177.0
ringle,4.144823193989894,13958.0
french_fries,5.216754243223752,164723.0
fried_chicken,5.3986065732056305,250384.0
buffalo,6.710471006009965,5134179.0
syrup,6.2067341519837225,1609660.0
lo_mein,3.8530286147129895,7129.0
eggroll,3.3794868137172736,2396.0
rotisserie_chicken,3.8567892887533164,7191.0
orange_juice,5.787305291018999,612781.0
chicken_teriyaki,3.6060587494103142,4037.0
skittle,4.072617476545236,11820.0
burger,5.9703273464888005,933958.0
gum,6.358076541029938,2280744.0
apricot,5.61394958961628,411102.0
stir_fry,4.203005674728483,15959.0
sprinkle,6.103585835139101,1269363.0
whipped_cream,5.480040017105282,302023.0
chickpea,4.605660526371362,40333.0
ice,7.218298364010451,16530971.0
doug,6.069389822556636,1173248.0
croissant,4.797052764782197,62669.0
pancake,5.477766426390557,300446.0
french_toast,4.925064442102004,84152.0
oil,7.558319534817957,36167587.0
gravy,5.780655685107271,603470.0
reese,5.824935068021781,668244.0
snicker,4.94568026440605,88243.0
casserole,5.723708457999579,529308.0
couscous,5.0360137416100095,108646.0
tomato_soup,4.831984888635301,67918.0
cream_cheese,5.490476793515107,309369.0
snack,5.978527448577556,951760.0
twinkie,4.258254053507148,18124.0
punch,6.448025288486455,2805597.0
coke,6.357804348571483,2279315.0
pepsi,5.439406912363221,275047.0
water,8.128616303554661,134467182.0
apple_juice,5.140467188524263,138187.0
beer,6.821224754322427,6625593.0
bologna,6.029367542074004,1069960.0
thin,7.230975784075826,17020636.0
calamari,4.753207580406809,56651.0
broth,6.158883634263243,1441729.0
pocket,6.964159933788827,9207886.0
crab,6.158116322134093,1439184.0
tangerine,5.052882390224028,112949.0
tuna,5.942652316092699,876299.0
crouton,3.8568496787251725,7192.0
meatloaf,4.721761167105553,52694.0
panini,4.7044936970092985,50640.0
antelope,5.8451706231690945,700117.0
pesto,5.136894883967451,137055.0
relish,6.055402033420001,1136062.0
lobster,5.989108388544925,975233.0
squid,5.636561108420372,433073.0
carrot_cake,4.374601723968906,23692.0
lifesaver,4.640888707588621,43741.0
falafel,4.390935107103379,24600.0
gyro,5.2216958510469995,166608.0
soda,6.49160679089994,3101750.0
lemonade,5.6753896849908925,473576.0
coffeecake,3.864511081058392,7320.0
baked_bean,3.7256666603141784,5317.0
oyster,6.065144455354112,1161835.0
clam,5.762969496066653,579388.0
nut,6.402064572367088,2523856.0
hon,6.441853431865422,2766008.0
hoho,3.9914918889101596,9806.0
tai,5.889731861226854,775768.0
gnocchi,4.691603039818584,49159.0
fettucine,4.070000903802345,11749.0
biscuit,5.838269645045021,689080.0
refried_bean,2.885926339801431,769.0
northern,7.325176674676387,21143490.0
chinese,7.3807431437427375,24029412.0
mexican,7.0302182009764795,10720578.0
quesadilla,4.1438887581092745,13928.0
mix,6.88757454385206,7719240.0
salt,7.265878259291226,18444983.0
mandarin_orange,4.202106711390236,15926.0
roast,6.213799757616279,1636062.0
tenderloin,5.230211271739845,169907.0
barbeque_chicken,2.824125833916549,667.0
chicken_cordon_bleu,3.6153186566114788,4124.0
swiss_cheese,4.968183976349096,92936.0
turkey_breast,4.601897100353281,39985.0
grouper,4.929434253484342,85003.0
bass,6.631500791787887,4280562.0
mahimahi,4.289588952542597,19480.0
dolphin,5.864843201178727,732560.0
sour_cream,5.633447245331146,429979.0
saganaki,3.281941933440825,1914.0
pot_roast,4.831063118319127,67774.0
chicken_potpie,3.5727554651542195,3739.0
miso_soup,4.268601370739663,18561.0
ramen,4.437243061177006,27368.0
guava,5.005420767093487,101256.0
caesar_salad,4.606714483087596,40431.0
avocado,5.518270403488877,329815.0
apple_pie,5.282998021527406,191866.0
italian_sausage,4.3570959250957335,22756.0
cuban,6.484330025323994,3050212.0
spanish,7.301122381987759,20004255.0
american,8.145126465703475,139677504.0
english,7.807245104015477,64157156.0
fastfood,4.247457695814812,17679.0
pane,6.103148365370417,1268085.0
rancher,5.537858116882289,345031.0
desert,6.973831210408252,9415236.0
grain,7.026750194154972,10635311.0
dairy,6.44872780226806,2810139.0
fat,7.192940178924858,15593377.0
appetizer,5.2509247591939285,178207.0
breakfast_burrito,3.6074550232146687,4050.0
omelet,5.33712167831641,217331.0
baguette,4.699126322213974,50018.0
pop,6.6999557755072034,5011362.0
roast_beef,5.373393876023336,236262.0
wheat_bread,5.1060106123345035,127647.0
whitebread,4.0033743540197495,10078.0
grilled_chicken,4.765333206594513,58255.0
barbeque,4.715903110265449,51988.0
chicken_noodle_soup,4.126521025543412,13382.0
jalapeno,4.8766449947079895,75274.0
mostaccioli,3.509740015570382,3234.0
turnip,5.5645252211350185,366881.0
eggplant,5.601664603420635,399636.0
chestnut,6.217621843717397,1650524.0
spr,5.16846507227768,147389.0
jalapeno_pepper,4.05789421972453,11426.0
porkchop,3.7567121601647715,5711.0
collard_green,3.0013009330204183,1003.0
cornbread,5.0900427927414365,123039.0
sashimi,4.586215857841466,38567.0
fried_rice,4.643235474940323,43978.0
pecan,5.530004926624923,338848.0
pistachio,5.002774943406482,100641.0
pecan_pie,4.46998392610869,29511.0
loop,6.844294659159454,6987063.0
pad_thai,4.018117720591,10426.0
fast,7.319165794125907,20852868.0
dietary,6.440291031683684,2756075.0
fruitcake,4.6754392030514795,47363.0
parfait,4.846046247789001,70153.0
berry,6.422110637060991,2643082.0
edamame,4.085112113266837,12165.0
sub,6.904989448407152,8035066.0
rout,5.811258552649161,647528.0
sprout,5.65986107823502,456942.0
hees,4.592720673162071,39149.0
bar,7.32488525327515,21129307.0
passionfruit,3.750354088762708,5628.0
starfruit,3.473778834646725,2977.0
muskmelon,4.412057146690156,25826.0
pumpkin,5.876589603830554,752644.0
liver,6.9855431834626724,9672599.0
cube_steak,3.246498580795801,1764.0
chicken_breast,5.065243501186464,116210.0
chicken_sandwich,4.307453248171624,20298.0
tuna_salad,4.499164515495657,31562.0
macaroni_salad,4.017659274283765,10415.0
fruit_salad,4.902780441885043,79943.0
sweet,7.258227813889844,18122905.0
chicken_salad,4.941804507344938,87459.0
pasta_salad,4.459965137493899,28838.0
chicken_nugget,3.0398105541483504,1096.0
yellow,7.308409597868378,20342747.0
sunflower_seed,4.529186444422614,33821.0
salad_dressing,5.175459625310203,149782.0
garlic,6.413673364885022,2592229.0
seaweed,5.66333147667138,460608.0
alcohol,7.125625258431762,13354427.0
poundcake,3.4442009888641594,2781.0
sauce,6.681304929228978,4800704.0
frosting,5.43953321262022,275127.0
maple_syrup,5.294624924079968,197072.0
macaroni_cheese,3.2477278329097232,1769.0
potatoes,6.651055575002431,4477706.0
garlic_bread,4.482473391205879,30372.0
starch,6.370620030930405,2347578.0
european,7.40592207184156,25463733.0
israeli,6.495660318923067,3130836.0
japanese,7.325479456964255,21158236.0
fried,6.317599143545779,2077778.0
grilled,5.895436911777036,786026.0
tost,5.09336914636161,123985.0
tostada,4.000694315866355,10016.0
dressing,6.676849196322093,4751702.0
vegetarian,5.855057965131139,716239.0
spice,6.014153711654178,1033127.0
cinnamon,6.1276576855972555,1341707.0
juice,6.760199925883665,5757049.0
topping,5.752777296883472,565949.0
mousse,5.257179209144191,180792.0
pon,5.337974119096619,217758.0
curry,6.027644338645421,1065723.0
takoyaki,2.2833012287035497,192.0
kumquat,4.30446898485417,20159.0
leek,5.311111477772457,204697.0
ball,7.206663268398861,16093973.0
fuku,3.9120625555885025,8167.0
cream,6.915139444325571,8225067.0
chocolate_chip,5.027903845984679,106636.0
coffee,7.112627989044601,12960686.0
latte,4.917731262992008,82743.0
cappuccino,4.939134706845013,86923.0
chee,5.339596513170746,218573.0
cap'n,5.417029700365033,261234.0
papaya,5.281433370566714,191176.0
shallot,4.9073844852845,80795.0
shitake_mushroom,2.6138418218760693,411.0
portabella_mushroom,2.864511081058392,732.0
red_leaf_lettuce,3.5764565324056203,3771.0
romaine_lettuce,4.499164515495657,31562.0
boston,7.385603235313531,24299830.0
bibb_lettuce,3.9172954009456893,8266.0
butter_lettuce,3.7884512070234555,6144.0
starburst,4.619072450582415,41598.0
brisket,4.949570518516735,89037.0
special,7.796538152059203,62594785.0
green,7.577686970196919,37816991.0
rhubarb,5.523791974328028,334035.0
oreo,4.649977061589579,44666.0
candybar,2.8188854145940097,659.0
dessert,6.12672251584035,1338821.0
bready,3.879267956824613,7573.0
sucker,5.6778276933870115,476242.0
charm,6.679972512792014,4785998.0
salary,6.787136084909654,6125423.0
honeydew_melon,4.142452040066341,13882.0
poultry,6.2976058003222,1984293.0
rit,5.163683050093082,145775.0
cheerio,4.378361556792972,23898.0
capicola,3.0633333589517497,1157.0
gouda_cheese,3.7258299903205803,5319.0
vanilla,6.085782761338386,1218380.0
white,7.99588338657047,99056593.0
vanilla_ice_cream,4.9098875068689924,81262.0
track,7.073716004783093,11849936.0
shortbread,4.609380944250707,40680.0
wholegrain_bread,3.251638220448212,1785.0
strawberry_jelly,3.469380135849925,2947.0
grape_jelly,4.204933522354144,16030.0
twi,4.750006699477232,56235.0
stromboli,4.52529105348568,33519.0
greek,7.302742382533094,20079014.0
protein,7.203557940647428,15979307.0
seafood,6.043802244971211,1106120.0
junkfood,2.9334872878487053,858.0
wendy,5.965892822422337,924470.0
chipotle,4.629205657102304,42580.0
ribeye,3.9607085516885565,9135.0
scallion,4.779098426377857,60131.0
wing,6.981880961766229,9591377.0
beef_patty,3.5207454715194824,3317.0
plantain,5.350271283486811,224012.0
yucca,5.422962260802561,264827.0
bbq,4.7338951074709374,54187.0
honeydew,4.9074436091675,80806.0
swiss,6.509801784665967,3234460.0
m,7.794303547341727,62273539.0
doodle,5.380252859605296,240023.0
wheat,6.925333702528206,8420419.0
pita,5.167296653566149,146993.0
beef_stroganoff,4.113776283837032,12995.0
honey_mustard,4.111027151026175,12913.0
date,7.558833574165645,36210421.0
currant,5.509135288879168,322950.0
vinaigrette,5.3117856375382315,205015.0
basil,6.301197600988249,2000772.0
oregano,5.427374112895164,267531.0
submarine_sandwich,3.6148972160331345,4120.0
chalupa,3.891147030448771,7783.0
barbeque_sauce,3.6485551556626707,4452.0
shepherds_pie,2.813580988568192,651.0
crab_rangoon,2.8819549713396007,762.0
general,8.197128349154774,157444810.0
beef_stew,4.730095580067585,53715.0
the,10.279957800006219,19052755751.0
scalloped_potato,2.690196080028514,490.0
fried_potato,3.857995495560924,7211.0
blanket,6.524994374092708,3349611.0
brussels_sprout,3.784260582566084,6085.0
gummi_bear,2.661812685537261,459.0
strudel,4.71782023390597,52218.0
barbecue,5.774749014052663,595318.0
quiche,5.280940131723358,190959.0
radish,5.3648548014042845,231662.0
nacho,4.7144219746513505,51811.0
beef_jerky,4.2915020491896,19566.0
twizzler,2.886490725172482,770.0
cheetos,3.8945929479229555,7845.0
gelato,4.488903085267769,30825.0
noc,4.948266219880296,88770.0
polish_sausage,3.8627275283179747,7290.0
walnut,6.2118312301763146,1628663.0
chimichanga,3.449169732165201,2813.0
dip,6.367410157851315,2330291.0
ziti,4.219689289085805,16584.0
corndog,3.00987563371216,1023.0
prime_rib,4.865216532975346,73319.0
veggie_burger,3.7397305285647175,5492.0
pancakes,5.671386696291328,469231.0
pastrami,4.564500361725166,36686.0
anchovy,5.194275622449115,156414.0
hibachi,4.310608356458523,20446.0
diet,7.018884660377034,10444428.0
pumpkin_pie,4.769517636659088,58819.0
venison,5.678430054409853,476903.0
crepe,5.477996199984589,300605.0
dragonfruit,0.0,1.0
mint,6.24186735147462,1745289.0
thai,6.391948865664831,2465749.0
string,7.018933973179382,10445614.0
corned_beef,5.088079360818565,122484.0
sauerkraut,5.215219720811804,164142.0
chicken_patty,2.9965116721541785,992.0
fettuccine_alfredo,3.781970673912552,6053.0
penne_alla_vodka,1.845098040014257,70.0
tortilla,5.381865643837954,240916.0
pumpkinseed,4.006594386184137,10153.0
cotton_candy,4.686913200064099,48631.0
udon,4.326827236974273,21224.0
uni,5.687650225699106,487136.0
leave,7.66031269049162,45741741.0
spam,5.485531203584719,305866.0
pulse,6.840311143494778,6923268.0
tiramisu,4.280669407886888,19084.0
samosa,3.555578072772955,3594.0
matzo,4.5637301992926105,36621.0
hoagie,3.9882467233753784,9733.0
patty_melt,3.1522883443830563,1420.0
eclair,4.5328562543112625,34108.0
napoleon,6.79415602956515,6225239.0
creampuff,3.442636525782232,2771.0
tootsie_roll,4.052463077483329,11284.0
mr,6.987823065179731,9723510.0
kel,5.122484566064921,132582.0
sauteed,5.260212152941615,182059.0
broiled,5.59913496146678,397315.0
herr,6.183861220490895,1527078.0
key_lime_pie,4.17906322239498,15103.0
bluegill,4.713708895476658,51726.0
macadamia_nut,4.226625678595805,16851.0
elephant,6.363660294815736,2310257.0
peanut_butter_cookie,3.2060158767633444,1607.0
chocolate_mousse,4.5690460164459,37072.0
okra,5.215814628553803,164367.0
flan,4.965291091556521,92319.0
french,7.728074493650247,53465606.0
alfredo,5.552316502009062,356711.0
tea,7.046139974609034,11120901.0
kool_aid,3.6238692683503024,4206.0
diane,6.196342849156187,1571603.0
bell_pepper,5.276050293335694,188821.0
serrano_pepper,2.9561684304753633,904.0
habanero_pepper,2.9355072658247128,862.0
yeast,6.373396633299813,2362635.0
sod,5.973941623873232,941763.0
beagle,5.38246012121861,241246.0
oatmeal_cookie,3.6343764940883676,4309.0
hot_fudge_sundae,3.989227273730537,9755.0
cut,7.625943438010902,42261357.0
danish,6.311943426293331,2050895.0
lentil,5.119776993906415,131758.0
acorn_squash,4.257918450314058,18110.0
summer,7.477408720412804,30019864.0
flour,6.753887188302361,5673972.0
potpie,4.01598810538413,10375.0
hair,7.486050783470774,30623215.0
carbohydrate,6.2736810187015015,1877937.0
dough,6.308730203441911,2035777.0
human,7.989650076469195,97645015.0
dog,7.256114027552211,18034912.0
cat,7.013143357640213,10307263.0
cod,6.29438156355408,1969616.0
filet_mignon,4.763869551333374,58059.0
tortellini,4.514614153467984,32705.0
melt,6.412173499019347,2583292.0
manicotti,4.250053869521799,17785.0
steak_fajita,2.4899584794248346,309.0
lunchmeat,3.541953474458236,3483.0
bbq_chicken,3.468790262099611,2943.0
stick,6.928064371387028,8473530.0
turkey_sandwich,4.187238619831478,15390.0
tamale,4.631595948357801,42815.0
taquito,3.076276255404218,1192.0
mile,7.076020412672748,11912980.0
tic_tac,3.9404168646816653,8718.0
kimchi,4.629542110064862,42613.0
volt,6.006128744747598,1014212.0
tempura,4.677871463328911,47629.0
roasted_chicken,4.518842826286565,33025.0
tater_tot,2.8992731873176036,793.0
bun,5.8078474453444,642462.0
liquor,6.602974628865559,4008433.0
scallop,5.206922974501671,161036.0
pomegranate,5.427666216316381,267711.0
gordita,3.3541084391474008,2260.0
chow_mein,4.475525915039281,29890.0
mocha,5.1428835547538485,138958.0
union,7.655196628294609,45206057.0
mil,6.239718802593838,1736676.0
mooncake,3.0437551269686796,1106.0
bunch,6.496214825499092,3134836.0
deer,6.706983738252598,5093118.0
gummy_worm,2.696356388733332,497.0
gummy_bear,2.988112840268352,973.0
frog,6.319346573095247,2086155.0
frozen,6.742272302344009,5524237.0
stringbean,3.9512403503243405,8938.0
puppy,6.031090808142931,1074214.0
hitter,5.60973523865365,407132.0
feet,7.772372285879752,59206895.0
nose,7.04445493141707,11077836.0
tongue,7.073830189679395,11853052.0
monkey,6.401926545662661,2523054.0
snake,6.615078485603011,4121720.0
ostrich,5.653586810788207,450388.0
lobster_tail,4.040720983601194,10983.0
cra,5.147165998977086,140335.0
dumpling,4.943049111008407,87710.0
beverage,5.998119347461402,995679.0
lt,6.594905223480981,3934642.0
salted,5.822542692962544,664573.0
hershey,5.5356611526594435,343290.0
plenty,6.8997147601805535,7938067.0
kat,5.607517214020743,405058.0
spicy_chicken,3.990871404801486,9792.0
er,6.7701122716740745,5889959.0
oat,5.837651557846392,688100.0
nougat,4.373298279614871,23621.0
shake,6.717059232008324,5212658.0
catfish,5.632776062724541,429315.0
ham_sandwich,4.4975515990645665,31445.0
chicken_alfredo,3.0429690733931802,1104.0
chicken_parmesan,3.6148972160331345,4120.0
funnel_cake,3.2780673308886628,1897.0
cinnamon_apple,3.470704429722788,2956.0
fig,7.689438257823787,48914572.0
pirogue,4.683596316536349,48261.0
churro,3.7056926965377035,5078.0
licorice,5.324035392913916,210880.0
marinara_sauce,4.346685415027574,22217.0
palak_paneer,2.5563025007672873,360.0
man,8.405828988772864,254582759.0
api,5.899311521834685,793070.0
kale,5.406914704333214,255220.0
brie,5.26876278850101,185679.0
seed,7.008991073709799,10209185.0
flax,5.94799509872298,887146.0
dark_chocolate,4.759214431234244,57440.0
brown_rice,5.206407565044267,160845.0
prawn,4.8216052249491685,66314.0
