"subject","domain","response_number","participant_response","response_onset_time","IRT","participant_designated_switch","dataset","list_number"
50011,"occupations",29,"beautician",134.727,9.90000000000001,1,"LEA",1
50011,"occupations",30,"publisher",143.627,8.90000000000001,1,"LEA",1
50011,"occupations",31,"editor",145.727,2.09999999999999,0,"LEA",1
50011,"occupations",32,"journalist",151.827,6.09999999999999,0,"LEA",1
50011,"occupations",33,"reporter",154.027,2.19999999999999,0,"LEA",1
50011,"occupations",34,"anchor",157.727,3.70000000000002,0,"LEA",1
50011,"occupations",35,"fisherman",162.627,4.90000000000001,1,"LEA",1
50011,"occupations",36,"colonel",169.527,6.89999999999998,1,"LEA",1
50011,"occupations",37,"sergeant",170.127,0.600000000000023,1,"LEA",1
50011,"occupations",38,"adviser",176.427,6.29999999999998,1,"LEA",1
50018,"occupations",1,"doctor",3.794,3.794,2,"LEA",1
50018,"occupations",2,"teacher",5.994,2.2,1,"LEA",1
50018,"occupations",3,"analyst",13.794,7.8,1,"LEA",1
50018,"occupations",4,"writer",15.894,2.1,1,"LEA",1
50018,"occupations",5,"psychologist",19.094,3.2,1,"LEA",1
50018,"occupations",6,"psychiatrist",21.194,2.1,0,"LEA",1
50018,"occupations",7,"neurologist",24.094,2.9,1,"LEA",1
50018,"occupations",8,"podiatrist",26.394,2.3,0,"LEA",1
50018,"occupations",9,"oncologist",28.694,2.3,0,"LEA",1
50018,"occupations",10,"proctologist",31.194,2.5,0,"LEA",1
50018,"occupations",11,"nurse",36.794,5.6,0,"LEA",1
50018,"occupations",12,"secretary",39.694,2.90000000000001,1,"LEA",1
50018,"occupations",13,"designer",51.294,11.6,1,"LEA",1
50018,"occupations",14,"artist",55.794,4.5,0,"LEA",1
50018,"occupations",15,"preacher",58.794,3,1,"LEA",1
50018,"occupations",16,"entrepreneur",74.094,15.3,1,"LEA",1
50018,"occupations",17,"coach",80.694,6.60000000000001,1,"LEA",1
50018,"occupations",18,"accountant",93.194,12.5,1,"LEA",1
50018,"occupations",19,"marketer",98.894,5.7,0,"LEA",1
50018,"occupations",20,"financial_adviser",102.794,3.89999999999999,0,"LEA",1
50018,"occupations",21,"supply_chain",109.894,7.10000000000001,0,"LEA",1
50018,"occupations",22,"lineman",123.394,13.5,1,"LEA",1
50018,"occupations",23,"janitor",126.094,2.69999999999999,1,"LEA",1
50018,"occupations",24,"principal",128.094,2,0,"LEA",1
50018,"occupations",25,"counselor",130.394,2.30000000000001,0,"LEA",1
50018,"occupations",26,"professor",142.294,11.9,0,"LEA",1
50018,"occupations",27,"singer",151.094,8.79999999999998,1,"LEA",1
50022,"occupations",1,"nurse",3.325,3.325,2,"LEA",1
50022,"occupations",2,"doctor",4.825,1.5,0,"LEA",1
50022,"occupations",3,"teacher",6.525,1.7,1,"LEA",1
50022,"occupations",4,"lawyer",8.625,2.1,1,"LEA",1
50022,"occupations",5,"football_player",10.825,2.2,1,"LEA",1
50022,"occupations",6,"basketball_player",13.025,2.2,0,"LEA",1
50022,"occupations",7,"baseball_player",15.225,2.2,0,"LEA",1
50022,"occupations",8,"janitor",17.525,2.3,1,"LEA",1
50022,"occupations",9,"secretary",20.425,2.9,1,"LEA",1
50022,"occupations",10,"president",23.025,2.6,1,"LEA",1
50022,"occupations",11,"senator",24.525,1.5,0,"LEA",1
50022,"occupations",12,"congressman",26.725,2.2,0,"LEA",1
50022,"occupations",13,"police_officer",31.125,4.4,1,"LEA",1
50022,"occupations",14,"fireman",33.525,2.4,0,"LEA",1
50022,"occupations",15,"cook",37.925,4.4,1,"LEA",1
50022,"occupations",16,"waitress",40.225,2.3,0,"LEA",1
50022,"occupations",17,"conductor",45.525,5.3,1,"LEA",1
50022,"occupations",18,"musician",48.825,3.3,1,"LEA",1
50022,"occupations",19,"electrician",50.625,1.8,1,"LEA",1
50022,"occupations",20,"pipefitter",53.025,2.4,0,"LEA",1
50022,"occupations",21,"architect",57.225,4.2,1,"LEA",1
50022,"occupations",22,"construction_worker",59.125,1.9,0,"LEA",1
50022,"occupations",23,"taxi_driver",64.825,5.7,1,"LEA",1
50022,"occupations",24,"radiologist",68.325,3.5,1,"LEA",1
50022,"occupations",25,"salesman",75.625,7.3,1,"LEA",1
50022,"occupations",26,"hair_stylist",90.425,14.8,1,"LEA",1
50022,"occupations",27,"makeup_artist",93.525,3.10000000000001,0,"LEA",1
50022,"occupations",28,"tailor",96.125,2.59999999999999,0,"LEA",1
50022,"occupations",29,"camera_man",101.825,5.7,1,"LEA",1
50022,"occupations",30,"governor",106.925,5.09999999999999,1,"LEA",1
50022,"occupations",31,"mayor",109.625,2.7,0,"LEA",1
50022,"occupations",32,"designer",124.625,15,1,"LEA",1
50022,"occupations",33,"scientist",129.425,4.80000000000001,1,"LEA",1
50022,"occupations",34,"vice_president",147.925,18.5,1,"LEA",1
50022,"occupations",35,"preacher",159.825,11.9,1,"LEA",1
50022,"occupations",36,"soldier",166.825,7,1,"LEA",1
50022,"occupations",37,"therapist",174.825,8,1,"LEA",1
50022,"occupations",38,"life_coach",178.325,3.5,1,"LEA",1
50023,"occupations",1,"nurse",3.073,3.073,2,"LEA",1
50023,"occupations",2,"doctor",6.673,3.6,0,"LEA",1
50023,"occupations",3,"assistant",9.873,3.2,0,"LEA",1
50023,"occupations",4,"teacher",12.673,2.8,0,"LEA",1
50023,"occupations",5,"president",16.373,3.7,1,"LEA",1
50023,"occupations",6,"director",19.373,3,0,"LEA",1
50023,"occupations",7,"actor",22.873,3.5,1,"LEA",1
50023,"occupations",8,"artist",27.673,4.8,0,"LEA",1
50023,"occupations",9,"janitor",33.373,5.7,1,"LEA",1
50023,"occupations",10,"ballerina",45.973,12.6,1,"LEA",1
50023,"occupations",11,"scientist",50.373,4.4,0,"LEA",1
50023,"occupations",12,"student",55.273,4.90000000000001,0,"LEA",1
50023,"occupations",13,"cook",61.273,6,0,"LEA",1
50023,"occupations",14,"hair_dresser",66.773,5.49999999999999,1,"LEA",1
50023,"occupations",15,"nail_technician",71.273,4.5,0,"LEA",1
50023,"occupations",16,"clerk",77.073,5.8,0,"LEA",1
50023,"occupations",17,"farmer",81.973,4.90000000000001,1,"LEA",1
50023,"occupations",18,"salesperson",90.973,9,1,"LEA",1
50023,"occupations",19,"pharmacist",96.873,5.90000000000001,0,"LEA",1
50023,"occupations",20,"technician",111.573,14.7,0,"LEA",1
50023,"occupations",21,"waitress",114.473,2.90000000000001,1,"LEA",1
50023,"occupations",22,"gas_attendant",119.573,5.09999999999999,1,"LEA",1
50023,"occupations",23,"lawyer",127.473,7.90000000000001,1,"LEA",1
50023,"occupations",24,"judge",130.873,3.39999999999999,0,"LEA",1
50023,"occupations",25,"CFO",140.273,9.40000000000001,1,"LEA",1
50023,"occupations",26,"CEO",147.273,7,0,"LEA",1
50023,"occupations",27,"news_photographer",153.273,6,1,"LEA",1
50023,"occupations",28,"vice_president",156.673,3.40000000000001,1,"LEA",1
50023,"occupations",29,"public_relations_representative",176.873,20.2,0,"LEA",1
50025,"occupations",1,"hair_stylist",3.278,3.278,2,"LEA",1
50025,"occupations",2,"neuroscientist",5.978,2.7,1,"LEA",1
50025,"occupations",3,"researcher",7.578,1.6,0,"LEA",1
50025,"occupations",4,"doctor",10.278,2.7,0,"LEA",1
50025,"occupations",5,"surgeon",11.578,1.3,0,"LEA",1
50025,"occupations",6,"nurse",13.378,1.8,0,"LEA",1
50025,"occupations",7,"physician_assistant",14.978,1.6,0,"LEA",1
50025,"occupations",8,"nurse_practitioner",17.578,2.6,0,"LEA",1
50025,"occupations",9,"pharmacist",24.178,6.6,0,"LEA",1
50025,"occupations",10,"engineer",26.378,2.2,1,"LEA",1
50025,"occupations",11,"hair_stylist",32.878,6.5,1,"LEA",1
50025,"occupations",12,"taxidermist",36.878,4,1,"LEA",1
50025,"occupations",13,"tax_person",39.778,2.9,0,"LEA",1
50025,"occupations",14,"retail_associate",43.678,3.9,1,"LEA",1
50025,"occupations",15,"wine_maker",45.578,1.90000000000001,1,"LEA",1
50025,"occupations",16,"lawyer",48.978,3.4,1,"LEA",1
50025,"occupations",17,"attorney",50.978,2,0,"LEA",1
50025,"occupations",18,"car_maker",56.078,5.1,1,"LEA",1
50025,"occupations",19,"factory_worker",57.278,1.2,1,"LEA",1
50025,"occupations",20,"mailman",59.678,2.4,1,"LEA",1
50025,"occupations",21,"sewer",63.678,4,1,"LEA",1
50025,"occupations",22,"farmer",67.378,3.7,1,"LEA",1
50025,"occupations",23,"truck_driver",69.278,1.90000000000001,1,"LEA",1
50025,"occupations",24,"teacher",71.978,2.69999999999999,1,"LEA",1
50025,"occupations",25,"principal",75.278,3.30000000000001,0,"LEA",1
50025,"occupations",26,"lawyer",78.078,2.8,1,"LEA",1
50025,"occupations",27,"mayor",79.178,1.09999999999999,1,"LEA",1
50025,"occupations",28,"senator",80.878,1.7,0,"LEA",1
50025,"occupations",29,"president",83.378,2.5,0,"LEA",1
50025,"occupations",30,"store_owner",86.478,3.09999999999999,1,"LEA",1
50025,"occupations",31,"hostess",90.978,4.5,1,"LEA",1
50025,"occupations",32,"waitress",92.378,1.40000000000001,0,"LEA",1
50025,"occupations",33,"manager",94.178,1.8,0,"LEA",1
50025,"occupations",34,"construction_worker",97.878,3.7,1,"LEA",1
50025,"occupations",35,"taste_tester",103.278,5.40000000000001,1,"LEA",1
50025,"occupations",36,"cashier",108.978,5.69999999999999,1,"LEA",1
50025,"occupations",37,"stockist",111.678,2.7,1,"LEA",1
50025,"occupations",38,"janitor",120.278,8.60000000000001,1,"LEA",1
50025,"occupations",39,"bus_driver",124.078,3.8,1,"LEA",1
50025,"occupations",40,"factory_worker",125.378,1.3,1,"LEA",1
50025,"occupations",41,"pediatrician",138.478,13.1,1,"LEA",1
50025,"occupations",42,"psychologist",139.878,1.39999999999998,1,"LEA",1
50025,"occupations",43,"therapist",141.278,1.40000000000001,0,"LEA",1
50025,"occupations",44,"student",147.078,5.80000000000001,1,"LEA",1
50025,"occupations",45,"researcher",157.378,10.3,1,"LEA",1
50025,"occupations",46,"scientist",159.478,2.10000000000002,0,"LEA",1
50025,"occupations",47,"florist",162.678,3.19999999999999,1,"LEA",1
50025,"occupations",48,"ring_maker",165.178,2.5,0,"LEA",1
50025,"occupations",49,"DJ",166.778,1.59999999999999,0,"LEA",1
50025,"occupations",50,"baker",168.478,1.70000000000002,0,"LEA",1
50025,"occupations",51,"photographer",172.178,3.69999999999999,0,"LEA",1
50025,"occupations",52,"videographer",174.278,2.09999999999999,0,"LEA",1
50026,"occupations",1,"doctor",3.15,3.15,2,"LEA",1
50026,"occupations",2,"engineer",4.35,1.2,1,"LEA",1
50026,"occupations",3,"janitor",5.75,1.4,1,"LEA",1
50026,"occupations",4,"nurse",7.35,1.6,1,"LEA",1
50026,"occupations",5,"optometrist",8.35,1,1,"LEA",1
50026,"occupations",6,"professor",10.25,1.9,1,"LEA",1
50026,"occupations",7,"archaeologist",11.65,1.4,1,"LEA",1
50026,"occupations",8,"anthropologist",13.15,1.5,0,"LEA",1
50026,"occupations",9,"artist",14.75,1.6,1,"LEA",1
50026,"occupations",10,"construction_worker",16.05,1.3,1,"LEA",1
50026,"occupations",11,"cook",18.35,2.3,1,"LEA",1
50026,"occupations",12,"server",20.85,2.5,0,"LEA",1
50026,"occupations",13,"dishwasher",23.25,2.4,0,"LEA",1
50026,"occupations",14,"waitress",24.75,1.5,0,"LEA",1
50026,"occupations",15,"telemarketer",27.75,3,1,"LEA",1
50026,"occupations",16,"train_conductor",31.65,3.9,1,"LEA",1
50026,"occupations",17,"programmer",36.05,4.4,1,"LEA",1
50026,"occupations",18,"coder",37.25,1.2,0,"LEA",1
50026,"occupations",19,"renderer",39.15,1.9,0,"LEA",1
50026,"occupations",20,"mathematician",41.75,2.6,0,"LEA",1
50026,"occupations",21,"astronomer",43.85,2.1,0,"LEA",1
50026,"occupations",22,"instructor",48.25,4.4,1,"LEA",1
50026,"occupations",23,"coach",58.05,9.8,0,"LEA",1
50026,"occupations",24,"technician",65.25,7.2,1,"LEA",1
50026,"occupations",25,"sculptor",75.25,10,1,"LEA",1
50026,"occupations",26,"comedian",83.85,8.59999999999999,1,"LEA",1
50026,"occupations",27,"author",85.65,1.80000000000001,1,"LEA",1
50026,"occupations",28,"musician",88.05,2.39999999999999,1,"LEA",1
50026,"occupations",29,"bus_driver",92.65,4.60000000000001,1,"LEA",1
50026,"occupations",30,"news_reporter",98.55,5.89999999999999,1,"LEA",1
50026,"occupations",31,"journalist",99.65,1.10000000000001,0,"LEA",1
50026,"occupations",32,"reviewer",113.65,14,0,"LEA",1
50026,"occupations",33,"editor",119.15,5.5,0,"LEA",1
50026,"occupations",34,"lyricist",122.65,3.5,1,"LEA",1
50026,"occupations",35,"composer",128.25,5.59999999999999,0,"LEA",1
50026,"occupations",36,"conductor",129.35,1.09999999999999,0,"LEA",1
50026,"occupations",37,"radiologist",140.05,10.7,1,"LEA",1
50026,"occupations",38,"cosmologist",145.05,5,1,"LEA",1
50026,"occupations",39,"beautician",147.45,2.39999999999998,1,"LEA",1
50026,"occupations",40,"hair_dresser",150.35,2.90000000000001,0,"LEA",1
50026,"occupations",41,"barber",155.55,5.20000000000002,0,"LEA",1
50026,"occupations",42,"politician",167.85,12.3,1,"LEA",1
50026,"occupations",43,"adviser",173.95,6.09999999999999,0,"LEA",1
50029,"occupations",1,"accounting",2.7115,2.7115,2,"LEA",1
50029,"occupations",2,"sales",5.6115,2.9,0,"LEA",1
50029,"occupations",3,"realty",13.7115,8.1,0,"LEA",1
50029,"occupations",4,"mowing_lawns",28.7115,15,1,"LEA",1
50029,"occupations",5,"insurance",33.4115,4.7,1,"LEA",1
50029,"occupations",6,"psychologist",52.6115,19.2,1,"LEA",1
50029,"occupations",7,"librarian",64.1115,11.5,1,"LEA",1
50029,"occupations",8,"pilot",81.5115,17.4,1,"LEA",1
50029,"occupations",9,"professional_athlete",97.5115,16,1,"LEA",1
50029,"occupations",10,"manager",160.5115,63,1,"LEA",1
50029,"occupations",11,"CEO",164.3115,3.79999999999998,0,"LEA",1
50029,"occupations",12,"CFO",168.4115,4.09999999999999,0,"LEA",1
50030,"occupations",1,"doctor",2.30171966,2.30171966,2,"LEA",1
50030,"occupations",2,"lawyer",3.70171966,1.4,1,"LEA",1
50030,"occupations",3,"teacher",5.10171966,1.4,1,"LEA",1
50030,"occupations",4,"plumber",6.70171966,1.6,1,"LEA",1
50030,"occupations",5,"cab_driver",8.10171966,1.4,1,"LEA",1
50030,"occupations",6,"researcher",12.50171966,4.4,1,"LEA",1
50030,"occupations",7,"nurse",16.00171966,3.5,1,"LEA",1
50030,"occupations",8,"technician",18.20171966,2.2,0,"LEA",1
50030,"occupations",9,"electrician",19.70171966,1.5,1,"LEA",1
50030,"occupations",10,"professor",24.40171966,4.7,1,"LEA",1
50030,"occupations",11,"barista",29.90171966,5.5,1,"LEA",1
50030,"occupations",12,"bartender",31.20171966,1.3,0,"LEA",1
50030,"occupations",13,"chef",33.90171966,2.7,0,"LEA",1
50030,"occupations",14,"server",35.30171966,1.40000000000001,0,"LEA",1
50030,"occupations",15,"dietician",39.30171966,4,1,"LEA",1
50030,"occupations",16,"surgeon",41.50171966,2.2,1,"LEA",1
50030,"occupations",17,"instructor",58.00171966,16.5,1,"LEA",1
50030,"occupations",18,"life_guard",60.60171966,2.6,0,"LEA",1
50030,"occupations",19,"beautician",72.00171966,11.4,1,"LEA",1
50030,"occupations",20,"designer",73.90171966,1.89999999999999,1,"LEA",1
50030,"occupations",21,"architect",75.50171966,1.60000000000001,0,"LEA",1
50030,"occupations",22,"librarian",77.80171966,2.3,1,"LEA",1
50030,"occupations",23,"tailor",84.90171966,7.09999999999999,1,"LEA",1
50030,"occupations",24,"truck_driver",92.30171966,7.40000000000001,1,"LEA",1
50030,"occupations",25,"engineer",95.00171966,2.7,1,"LEA",1
50030,"occupations",26,"businessman",98.60171966,3.59999999999999,1,"LEA",1
50030,"occupations",27,"accountant",105.4017197,6.80000004,0,"LEA",1
50030,"occupations",28,"actuary",108.3017197,2.90000000000001,0,"LEA",1
50030,"occupations",29,"mortician",111.6017197,3.3,1,"LEA",1
50030,"occupations",30,"pathologist",118.0017197,6.39999999999999,0,"LEA",1
50030,"occupations",31,"judge",121.4017197,3.40000000000001,1,"LEA",1
50030,"occupations",32,"CEO",133.6017197,12.2,1,"LEA",1
50030,"occupations",33,"student",152.3017197,18.7,1,"LEA",1
50030,"occupations",34,"construction_worker",166.2017197,13.9,1,"LEA",1
50030,"occupations",35,"police_officer",168.5017197,2.29999999999998,1,"LEA",1
50030,"occupations",36,"sheriff",176.3017197,7.80000000000001,0,"LEA",1
50030,"occupations",37,"baler",177.7017197,1.40000000000001,0,"LEA",1
50030,"occupations",38,"counselor",180.1017197,2.39999999999998,1,"LEA",1
50031,"occupations",1,"optometrist",2.6276,2.6276,2,"LEA",1
50031,"occupations",2,"doctor",3.9276,1.3,0,"LEA",1
50031,"occupations",3,"dentist",5.2276,1.3,0,"LEA",1
50031,"occupations",4,"psychologist",6.6276,1.4,0,"LEA",1
50031,"occupations",5,"lawyer",8.3276,1.7,1,"LEA",1
50031,"occupations",6,"politician",9.8276,1.5,0,"LEA",1
50031,"occupations",7,"server",11.8276,2,1,"LEA",1
50031,"occupations",8,"grill_cook",13.4276,1.6,0,"LEA",1
50031,"occupations",9,"dish_tanker",15.4276,2,0,"LEA",1
50031,"occupations",10,"prep_cook",17.6276,2.2,0,"LEA",1
50031,"occupations",11,"engineer",19.5276,1.9,1,"LEA",1
50031,"occupations",12,"nurse",21.5276,2,1,"LEA",1
50031,"occupations",13,"anesthesiologist",23.0276,1.5,0,"LEA",1
50031,"occupations",14,"plumber",25.5276,2.5,1,"LEA",1
50031,"occupations",15,"electrician",26.9276,1.4,0,"LEA",1
50031,"occupations",16,"barista",29.3276,2.4,1,"LEA",1
50031,"occupations",17,"translator",32.5276,3.2,1,"LEA",1
50031,"occupations",18,"artist",39.0276,6.5,1,"LEA",1
50031,"occupations",19,"game_designer",41.4276,2.4,0,"LEA",1
50031,"occupations",20,"veterinarian",47.9276,6.5,1,"LEA",1
50031,"occupations",21,"breeder",51.5276,3.6,0,"LEA",1
50031,"occupations",22,"farmer",52.9276,1.4,0,"LEA",1
50031,"occupations",23,"factory_worker",58.4276,5.5,1,"LEA",1
50031,"occupations",24,"electrician",64.8276,6.40000000000001,1,"LEA",1
50031,"occupations",25,"phlebotomist",76.8276,12,1,"LEA",1
50031,"occupations",26,"nurse_practitioner",82.5276,5.7,0,"LEA",1
50031,"occupations",27,"physician_assistant",84.9276,2.39999999999999,0,"LEA",1
