"subject","domain","response_number","participant_response","response_onset_time","IRT","participant_designated_switch","dataset"
50010,"occupations",20,"trainer",51.352,4.8,1,"LEA"
50010,"occupations",21,"tutor",54.152,2.8,0,"LEA"
50010,"occupations",22,"owner",57.552,3.4,1,"LEA"
50010,"occupations",23,"supervisor",63.852,6.3,1,"LEA"
50010,"occupations",24,"risk_manager",66.052,2.20000000000001,1,"LEA"
50010,"occupations",25,"assistant",75.052,9,1,"LEA"
50010,"occupations",26,"mechanic",81.252,6.19999999999999,1,"LEA"
50010,"occupations",27,"engineer",82.952,1.7,0,"LEA"
50010,"occupations",28,"zookeeper",91.252,8.3,1,"LEA"
50010,"occupations",29,"soldier",103.252,12,1,"LEA"
50010,"occupations",30,"general",105.552,2.30000000000001,0,"LEA"
50010,"occupations",31,"priest",109.952,4.39999999999999,1,"LEA"
50010,"occupations",32,"real_estate_agent",119.352,9.40000000000001,1,"LEA"
50010,"occupations",33,"agent",123.552,4.2,0,"LEA"
50010,"occupations",34,"security",126.352,2.8,1,"LEA"
50010,"occupations",35,"police_officer",128.352,2,0,"LEA"
50010,"occupations",36,"front_desk",138.252,9.90000000000001,1,"LEA"
50010,"occupations",37,"valet",142.652,4.39999999999998,1,"LEA"
50010,"occupations",38,"chef",150.752,8.10000000000002,1,"LEA"
50010,"occupations",39,"sous_chef",152.352,1.59999999999999,0,"LEA"
50010,"occupations",40,"waiter",156.052,3.69999999999999,0,"LEA"
50010,"occupations",41,"waitress",156.652,0.599999999999994,0,"LEA"
50010,"occupations",42,"host",164.152,7.5,1,"LEA"
50010,"occupations",43,"busboy",168.052,3.90000000000001,1,"LEA"
50010,"occupations",44,"cleaning_lady",176.052,8,0,"LEA"
50011,"occupations",1,"doctor",2.727,2.727,2,"LEA"
50011,"occupations",2,"lawyer",3.427,0.7,0,"LEA"
50011,"occupations",3,"pharmacist",4.727,1.3,1,"LEA"
50011,"occupations",4,"sales_manager",6.527,1.8,1,"LEA"
50011,"occupations",5,"sales_representative",7.927,1.4,0,"LEA"
50011,"occupations",6,"accountant",10.027,2.1,0,"LEA"
50011,"occupations",7,"biologist",12.727,2.7,1,"LEA"
50011,"occupations",8,"researcher",14.527,1.8,0,"LEA"
50011,"occupations",9,"president",18.727,4.2,1,"LEA"
50011,"occupations",10,"waitress",22.827,4.1,1,"LEA"
50011,"occupations",11,"paleontologist",29.027,6.2,1,"LEA"
50011,"occupations",12,"orthodontist",32.827,3.8,1,"LEA"
50011,"occupations",13,"dental_hygienist",35.527,2.7,0,"LEA"
50011,"occupations",14,"dentist",36.827,1.3,0,"LEA"
50011,"occupations",15,"policeman",42.327,5.5,1,"LEA"
50011,"occupations",16,"taxi_driver",45.327,3,1,"LEA"
50011,"occupations",17,"agent",55.827,10.5,1,"LEA"
50011,"occupations",18,"athlete",57.427,1.6,0,"LEA"
50011,"occupations",19,"stockbroker",68.727,11.3,1,"LEA"
50011,"occupations",20,"speech_pathologist",74.527,5.8,1,"LEA"
50011,"occupations",21,"MRI_technician",77.327,2.8,1,"LEA"
50011,"occupations",22,"architect",82.627,5.3,1,"LEA"
50011,"occupations",23,"construction_worker",88.027,5.40000000000001,1,"LEA"
50011,"occupations",24,"excavator",98.127,10.1,1,"LEA"
50011,"occupations",25,"appraiser",101.427,3.30000000000001,1,"LEA"
50011,"occupations",26,"assistant",113.527,12.1,1,"LEA"
50011,"occupations",27,"receptionist",118.527,5,1,"LEA"
50011,"occupations",28,"student",124.827,6.3,1,"LEA"
50011,"occupations",29,"beautician",134.727,9.90000000000001,1,"LEA"
50011,"occupations",30,"publisher",143.627,8.90000000000001,1,"LEA"
50011,"occupations",31,"editor",145.727,2.09999999999999,0,"LEA"
50011,"occupations",32,"journalist",151.827,6.09999999999999,0,"LEA"
50011,"occupations",33,"reporter",154.027,2.19999999999999,0,"LEA"
50011,"occupations",34,"anchor",157.727,3.70000000000002,0,"LEA"
50011,"occupations",35,"fisherman",162.627,4.90000000000001,1,"LEA"
50011,"occupations",36,"colonel",169.527,6.89999999999998,1,"LEA"
50011,"occupations",37,"sergeant",170.127,0.600000000000023,1,"LEA"
50011,"occupations",38,"adviser",176.427,6.29999999999998,1,"LEA"
50012,"occupations",1,"dog_walker",2.94,2.94,2,"LEA"
50012,"occupations",2,"sales_manager",5.04,2.1,1,"LEA"
50012,"occupations",3,"physical_therapist",6.74,1.7,1,"LEA"
50012,"occupations",4,"nurse",8.74,2,0,"LEA"
50012,"occupations",5,"doctor",10.04,1.3,0,"LEA"
50012,"occupations",6,"anesthesiologist",11.64,1.6,0,"LEA"
50012,"occupations",7,"event_manager",19.34,7.7,1,"LEA"
50012,"occupations",8,"nurse_anesthetist",22.84,3.5,1,"LEA"
50012,"occupations",9,"photographer",26.14,3.3,1,"LEA"
50012,"occupations",10,"painter",28.24,2.1,0,"LEA"
50012,"occupations",11,"dancer",30.44,2.2,0,"LEA"
50012,"occupations",12,"fitness_educator",34.34,3.9,1,"LEA"
50012,"occupations",13,"architect",38.44,4.09999999999999,1,"LEA"
50012,"occupations",14,"engineer",40.04,1.6,0,"LEA"
50012,"occupations",15,"swim_coach",42.74,2.7,1,"LEA"
50012,"occupations",16,"basketball_coach",44.94,2.2,0,"LEA"
50012,"occupations",17,"football_coach",47.24,2.3,0,"LEA"
50012,"occupations",18,"gymnast",50.04,2.8,0,"LEA"
50012,"occupations",19,"journalist",57.54,7.5,1,"LEA"
50012,"occupations",20,"writer",59.34,1.8,0,"LEA"
50012,"occupations",21,"editor",61.04,1.7,0,"LEA"
50012,"occupations",22,"designer",73.14,12.1,0,"LEA"
50012,"occupations",23,"landscaper",75.34,2.2,0,"LEA"
50012,"occupations",24,"data_analyst",80.64,5.3,1,"LEA"
50012,"occupations",25,"psychologist",83.04,2.40000000000001,1,"LEA"
50012,"occupations",26,"counselor",85.34,2.3,0,"LEA"
50012,"occupations",27,"professor",89.14,3.8,0,"LEA"
50012,"occupations",28,"teacher",91.74,2.59999999999999,0,"LEA"
50012,"occupations",29,"real_estate_agent",111.94,20.2,1,"LEA"
50012,"occupations",30,"occupational_therapist",126.24,14.3,1,"LEA"
50012,"occupations",31,"recreational_therapist",128.64,2.39999999999999,0,"LEA"
50012,"occupations",32,"paramedic",134.44,5.80000000000001,0,"LEA"
50012,"occupations",33,"dance_instructor",160.14,25.7,1,"LEA"
50012,"occupations",34,"financial_analyst",166.64,6.5,1,"LEA"
50013,"occupations",1,"farmer",4.32,4.32,2,"LEA"
50013,"occupations",2,"musician",6.92,2.6,1,"LEA"
50013,"occupations",3,"IT_manager",14.02,7.1,1,"LEA"
50013,"occupations",4,"program_manager",17.32,3.3,0,"LEA"
50013,"occupations",5,"math_teacher",20.62,3.3,1,"LEA"
50013,"occupations",6,"principal",23.82,3.2,0,"LEA"
50013,"occupations",7,"dean",27.02,3.2,0,"LEA"
50013,"occupations",8,"jazz_band_arranger",31.42,4.4,1,"LEA"
50013,"occupations",9,"composer",35.62,4.2,0,"LEA"
50013,"occupations",10,"trombone_player",39.82,4.2,0,"LEA"
50013,"occupations",11,"flute_player",43.92,4.1,0,"LEA"
50013,"occupations",12,"conductor",47.52,3.6,0,"LEA"
50013,"occupations",13,"animal_rights_activist",51.92,4.4,1,"LEA"
50013,"occupations",14,"leader_of_an_organization",59.92,8,0,"LEA"
50013,"occupations",15,"religious_or_spiritual_leader",65.92,6,1,"LEA"
50013,"occupations",16,"rabbi",71.52,5.59999999999999,0,"LEA"
50013,"occupations",17,"priest",74.42,2.90000000000001,0,"LEA"
50013,"occupations",18,"minister",77.52,3.09999999999999,0,"LEA"
50013,"occupations",19,"social_studies_teacher",83.42,5.90000000000001,1,"LEA"
50013,"occupations",20,"dog_walker",90.12,6.7,1,"LEA"
50013,"occupations",21,"language_arts_teacher",94.52,4.39999999999999,1,"LEA"
50013,"occupations",22,"therapist",100.42,5.90000000000001,1,"LEA"
50013,"occupations",23,"psychiatrist",103.72,3.3,0,"LEA"
50013,"occupations",24,"psychologist",108.12,4.40000000000001,0,"LEA"
50013,"occupations",25,"lawn_mower",113.82,5.69999999999999,1,"LEA"
50013,"occupations",26,"landlord",121.72,7.90000000000001,0,"LEA"
50013,"occupations",27,"housekeeper",125.42,3.7,0,"LEA"
50013,"occupations",28,"agent",133.52,8.10000000000001,1,"LEA"
50013,"occupations",29,"manager",138.42,4.89999999999998,0,"LEA"
50013,"occupations",30,"baseball_player",144.22,5.80000000000001,1,"LEA"
50013,"occupations",31,"athlete",149.82,5.59999999999999,0,"LEA"
50013,"occupations",32,"figure_skater",153.72,3.90000000000001,0,"LEA"
50013,"occupations",33,"basketball_player",161.52,7.80000000000001,0,"LEA"
50013,"occupations",34,"psychic",177.12,15.6,1,"LEA"
50014,"occupations",1,"researcher",4.273,4.273,2,"LEA"
50014,"occupations",2,"scientist",4.973,0.7,0,"LEA"
50014,"occupations",3,"teacher",5.973,1,0,"LEA"
50014,"occupations",4,"professor",7.773,1.8,0,"LEA"
50014,"occupations",5,"technician",10.173,2.4,0,"LEA"
50014,"occupations",6,"librarian",14.973,4.8,1,"LEA"
50014,"occupations",7,"shop_owner",17.173,2.2,0,"LEA"
50014,"occupations",8,"shopkeeper",18.573,1.4,0,"LEA"
50014,"occupations",9,"manager",22.873,4.3,0,"LEA"
50014,"occupations",10,"construction_worker",31.473,8.6,1,"LEA"
50014,"occupations",11,"architect",33.373,1.9,0,"LEA"
50014,"occupations",12,"foreman",37.273,3.90000000000001,0,"LEA"
50014,"occupations",13,"police_officer",40.673,3.4,1,"LEA"
50014,"occupations",14,"firefighter",42.373,1.7,0,"LEA"
50014,"occupations",15,"traffic_cop",57.173,14.8,0,"LEA"
50014,"occupations",16,"sheriff",60.473,3.3,0,"LEA"
50014,"occupations",17,"president",63.473,3,1,"LEA"
50014,"occupations",18,"senator",64.873,1.40000000000001,0,"LEA"
50014,"occupations",19,"member_of_the_house",69.173,4.3,0,"LEA"
50014,"occupations",20,"representative",72.573,3.39999999999999,0,"LEA"
50014,"occupations",21,"member_of_the_cabinet",76.773,4.2,0,"LEA"
50014,"occupations",22,"journalist",79.973,3.2,1,"LEA"
50014,"occupations",23,"writer",83.273,3.3,0,"LEA"
50014,"occupations",24,"blogger",85.773,2.5,0,"LEA"
50014,"occupations",25,"actor",93.073,7.3,1,"LEA"
50014,"occupations",26,"actress",94.273,1.2,0,"LEA"
50014,"occupations",27,"director",96.173,1.90000000000001,0,"LEA"
50014,"occupations",28,"producer",96.973,0.799999999999997,0,"LEA"
50014,"occupations",29,"accountant",101.173,4.2,1,"LEA"
50014,"occupations",30,"auditor",102.373,1.2,0,"LEA"
50014,"occupations",31,"cheese_maker",104.773,2.39999999999999,1,"LEA"
50014,"occupations",32,"farmer",105.873,1.10000000000001,0,"LEA"
50014,"occupations",33,"tax_preparer",113.073,7.19999999999999,1,"LEA"
50014,"occupations",34,"secretary",120.473,7.40000000000001,0,"LEA"
50014,"occupations",35,"CEO",125.173,4.7,0,"LEA"
50014,"occupations",36,"CFO",126.073,0.899999999999991,0,"LEA"
50014,"occupations",37,"consultant",129.373,3.3,0,"LEA"
50014,"occupations",38,"chef",136.573,7.20000000000002,1,"LEA"
50014,"occupations",39,"waitress",137.973,1.40000000000001,0,"LEA"
50014,"occupations",40,"hostess",138.773,0.799999999999983,0,"LEA"
50014,"occupations",41,"busboy",140.673,1.90000000000001,0,"LEA"
50014,"occupations",42,"bartender",142.073,1.40000000000001,0,"LEA"
50014,"occupations",43,"bar_back",144.073,2,0,"LEA"
50014,"occupations",44,"dancer",146.373,2.29999999999998,1,"LEA"
50014,"occupations",45,"musician",147.873,1.5,0,"LEA"
50014,"occupations",46,"piano_player",150.373,2.5,0,"LEA"
50014,"occupations",47,"jazz_musician",152.773,2.40000000000001,0,"LEA"
50014,"occupations",48,"rock_musician",153.873,1.09999999999999,0,"LEA"
50014,"occupations",49,"singer",155.873,2,0,"LEA"
50014,"occupations",50,"roadie",159.273,3.40000000000001,0,"LEA"
50014,"occupations",51,"actor",164.673,5.40000000000001,0,"LEA"
50014,"occupations",52,"theater_actor",166.273,1.59999999999999,0,"LEA"
50014,"occupations",53,"theater_manager",170.773,4.5,0,"LEA"
50014,"occupations",54,"usher",173.473,2.70000000000002,0,"LEA"
50014,"occupations",55,"security",177.873,4.39999999999998,0,"LEA"
